budget,id,revenue,title,return,release_year,director
0.0,40641,0.0,Lola,0.0,1961,Jacques Demy
0.0,23544,0.0,The Point!,0.0,1971,Fred Wolf
13000000.0,2266,4857367.0,"Paris, je t'aime",0.3736436153846154,2006,Isabel Coixet
13000000.0,5172,11130889.0,The Astronaut Farmer,0.8562222307692308,2006,Michael Polish
0.0,15962,0.0,Murk,0.0,2005,Jannik Johansen
0.0,9965,0.0,"Wake Up, Ron Burgundy: The Lost Movie",0.0,2004,Adam McKay
0.0,13127,0.0,SPL: Kill Zone,0.0,2005,Wilson Yip
0.0,34866,0.0,Mafioso,0.0,1962,Alberto Lattuada
15500000.0,37725,7385434.0,It's a Boy Girl Thing,0.4764796129032258,2006,Nick Hurran
5000000.0,40973,3000000.0,Myra Breckinridge,0.6,1970,Michael Sarne
0.0,63460,0.0,Vice Squad,0.0,1982,Gary Sherman
0.0,13517,0.0,The Ugly Duckling and Me!,0.0,2006,Michael Hegner
0.0,22105,0.0,Danika,0.0,2006,Ariel Vromen
14500000.0,2016,22963701.0,Days of Glory,1.5837035172413794,2006,Rachid Bouchareb
0.0,3024,0.0,The Strange Case of Dr. Jekyll and Mr. Hyde,0.0,1968,Charles Jarrott
0.0,47200,0.0,Schizo,0.0,2004,Gulshat Omarova
0.0,17266,0.0,The Odyssey,0.0,1997,Andrei Konchalovsky
3700000.0,9828,3338228.0,Unknown,0.9022237837837838,2006,Simon Brand
0.0,34038,0.0,Magical Mystery Tour,0.0,1967,Paul McCartney
0.0,71506,0.0,Ringers - Lord of the Fans,0.0,2005,Carlene Cordova
0.0,74581,0.0,Sisters of the Gion,0.0,1936,Kenji Mizoguchi
5000000.0,9958,3833507.0,Trailer Park Boys: The Movie,0.7667014,2006,Mike Clattenburg
110000000.0,1250,228738393.0,Ghost Rider,2.079439936363636,2007,Mark Steven Johnson
0.0,4169,33231264.0,Breach,inf,2007,Billy Ray
10000000.0,16555,31609243.0,Daddy's Little Girls,3.1609243,2007,Tyler Perry
40000000.0,11172,145896422.0,Music and Lyrics,3.64741055,2007,Marc Lawrence
30000000.0,3594,77566815.0,The Number 23,2.5855605,2007,Joel Schumacher
10000000.0,10090,20342161.0,Reno 911!: Miami,2.0342161,2007,Ben Garant
15000000.0,7874,10903846.0,Black Snake Moan,0.7269230666666666,2006,Craig Brewer
0.0,14845,0.0,Gray Matters,0.0,2006,Sue Kramer
0.0,29965,0.0,Be with Me,0.0,2005,Eric Khoo
0.0,13916,0.0,Shooting Gallery,0.0,2005,Keoni Waxman
0.0,52920,0.0,What Will You Do When You Catch Me?,0.0,1978,Stanisław Bareja
0.0,48215,0.0,The Dagger of Kamui,0.0,1985,Rintaro
0.0,22485,0.0,loudQUIETloud: A Film About the Pixies,0.0,2006,Steven Cantor
0.0,13393,0.0,My Father and My Son,0.0,2005,Çağan Irmak
7000000.0,12271,0.0,Factory Girl,0.0,2006,George Hickenlooper
0.0,40394,0.0,Salon Kitty,0.0,1976,Tinto Brass
15000000.0,17919,0.0,Human Trafficking,0.0,2005,Christian Duguay
994000.0,13185,165000.0,Kidulthood,0.1659959758551308,2006,Menhaj Huda
5000000.0,26655,0.0,Like Mike 2: Streetball,0.0,2006,David Nelson
0.0,42630,0.0,Lady in Cement,0.0,1968,Gordon Douglas
0.0,22172,0.0,Street Trash,0.0,1987,James Muro
0.0,42721,0.0,Fighting Elegy,0.0,1966,Seijun Suzuki
0.0,27523,0.0,Salvatore Giuliano,0.0,1962,Francesco Rosi
0.0,28955,0.0,First Man Into Space,0.0,1959,Robert Day
0.0,27313,0.0,I Drink Your Blood,0.0,1970,David E. Durston
12000000.0,4638,80573774.0,Hot Fuzz,6.714481166666666,2007,Edgar Wright
2000000.0,68979,0.0,Dead Heat on a Merry-Go-Round,0.0,1966,Bernard Girard
0.0,11841,0.0,The 36th Chamber of Shaolin,0.0,1978,Liu Chia-Liang
0.0,28261,0.0,Mad Love,0.0,1935,Karl Freund
7.0,83980,0.0,The Trial of Billy Jack,0.0,1974,Tom Laughlin
0.0,94393,0.0,The Savage Innocents,0.0,1960,Nicholas Ray
0.0,9695,0.0,Karla,0.0,2006,Joel Bender
0.0,24653,0.0,The Consequences of Love,0.0,2004,Paolo Sorrentino
0.0,1993,0.0,Golden Door,0.0,2006,Emanuele Crialese
0.0,28710,0.0,Kamchatka,0.0,2002,Marcelo Piñeyro
0.0,28438,0.0,The Leopard Man,0.0,1943,Jacques Tourneur
0.0,97548,0.0,Family Law,0.0,2006,Daniel Burman
0.0,11945,0.0,Emil in Lonneberga,0.0,1971,Olle Hellbom
0.0,12554,0.0,Citizen X,0.0,1995,Chris Gerolmo
0.0,26598,0.0,Cats,0.0,1998,David Mallet
0.0,5691,0.0,The Canterbury Tales,0.0,1972,Pier Paolo Pasolini
0.0,6443,0.0,The Forest for the Trees,0.0,2004,Maren Ade
70000000.0,1738,76066841.0,Next,1.086669157142857,2007,Lee Tamahori
0.0,1253,8974829.0,Breaking and Entering,inf,2006,Anthony Minghella
0.0,38021,0.0,Changing Times,0.0,2004,André Téchiné
0.0,15325,0.0,God Grew Tired of Us,0.0,2007,Christopher Dillon Quinn
0.0,34389,202000.0,Iraq in Fragments,inf,2006,James Longley
0.0,15163,0.0,Amazing Grace,0.0,2006,Michael Apted
818418.0,14375,4851244.0,Romanzo criminale,5.927587125405355,2005,Michele Placido
3000000.0,10845,0.0,2001 Maniacs,0.0,2005,Tim Sullivan
13000000.0,31659,8475466.0,Wise Guys,0.651958923076923,1986,Brian De Palma
0.0,15582,0.0,Teen Wolf Too,0.0,1987,Christopher Leitch
0.0,42999,0.0,The Grim Reaper,0.0,1962,Bernardo Bertolucci
0.0,31015,0.0,Body Count,0.0,1998,Robert Patton-Spruill
65000000.0,1949,84785914.0,Zodiac,1.3043986769230769,2007,David Fincher
0.0,11330,0.0,Pusher III: I'm the Angel of Death,0.0,2005,Nicolas Winding Refn
0.0,99259,0.0,Eight Deadly Shots,0.0,1972,Mikko Niskanen
0.0,10942,0.0,Babylon 5: The Gathering,0.0,1993,Richard Compton
0.0,7006,0.0,White Noise 2: The Light,0.0,2007,Patrick Lussier
275.0,27040,0.0,Meshes of the Afternoon,0.0,1943,Maya Deren
0.0,11199,253625427.0,Wild Hogs,inf,2007,Walt Becker
2000000.0,41393,30.0,Zyzzyx Road,1.5e-05,2006,John Penney
0.0,9784,0.0,Man About Town,0.0,2006,Mike Binder
0.0,25530,0.0,First on the Moon,0.0,2005,Aleksey Fedorchenko
0.0,36610,0.0,Wolf,0.0,2004,Miguel Courtois
0.0,50812,0.0,Unfaithfully Yours,0.0,1984,Howard Zieff
0.0,27864,0.0,The Lathe of Heaven,0.0,1980,Fred Barzyk
0.0,8965,0.0,Atlantis: Milo's Return,0.0,2003,Toby Shelton
0.0,14710,0.0,The Westerner,0.0,1940,William Wyler
0.0,14624,0.0,The Ultimate Gift,0.0,2006,Michael O. Sajbel
65000000.0,1271,422610419.0,300,6.501698753846154,2006,Zack Snyder
0.0,10790,0.0,The Abandoned,0.0,2006,Nacho Cerdà
0.0,18019,0.0,Julius Caesar,0.0,1953,Joseph L. Mankiewicz
0.0,64142,0.0,Three Smart Girls,0.0,1936,Henry Koster
0.0,61648,0.0,Something in the Wind,0.0,1947,Irving Pichel
8.0,14055,21.0,Starter for 10,2.625,2006,Tom Vaughan
0.0,2267,27297451.0,The Last Mimzy,inf,2007,Robert Shaye
0.0,6691,2036198.0,Priceless,inf,2006,Pierre Salvadori
11000000.0,1255,88489643.0,The Host,8.044513,2006,Bong Joon-ho
0.0,47249,0.0,America America,0.0,1963,Elia Kazan
0.0,49709,0.0,Kippur,0.0,2000,Amos Gitai
0.0,31040,0.0,The Situation,0.0,2006,Philip Haas
0.0,50185,31815.0,Diary of a Hitman,inf,1991,Roy London
0.0,25105,0.0,Flower Drum Song,0.0,1961,Henry Koster
16500000.0,2977,37311672.0,Becoming Jane,2.2613134545454545,2007,Julian Jarrold
0.0,15664,2043704.0,Right at Your Door,inf,2006,Chris Gorak
0.0,25062,0.0,A Taste of Honey,0.0,1961,Tony Richardson
12000000.0,16727,20138836.0,The Namesake,1.6782363333333334,2006,Mira Nair
0.0,5413,0.0,Omagh,0.0,2004,Pete Travis
0.0,46916,0.0,Samurai Spy,0.0,1965,Masahiro Shinoda
0.0,52679,0.0,The Last Command,0.0,1928,Josef von Sternberg
11000000.0,14434,13196245.0,I Think I Love My Wife,1.1996586363636363,2007,Chris Rock
1200000.0,27919,0.0,The Second Chance,0.0,2006,Steve Taylor
0.0,47837,0.0,The Fugitive Kind,0.0,1960,Sidney Lumet
0.0,11494,0.0,Wilderness,0.0,2006,Michael J. Bassett
0.0,19936,0.0,Hipnos,0.0,2004,David Carreras
20000000.0,9963,84146832.0,Premonition,4.2073416,2007,Mennan Yapo
20000000.0,14001,22217407.0,Dead Silence,1.11087035,2007,James Wan
20000000.0,2355,22222308.0,Reign Over Me,1.1111154,2007,Mike Binder
0.0,16385,0.0,Pride,0.0,2007,Sunu Gonera
61000000.0,7485,95696996.0,Shooter,1.568803213114754,2007,Antoine Fuqua
15000000.0,9793,0.0,The Hills Have Eyes 2,0.0,2007,Martin Weisz
34000000.0,1273,95608995.0,TMNT,2.8120292647058824,2007,Kevin Munroe
0.0,17388,0.0,The Italian,0.0,2005,Andrey Kravchuk
0.0,4657,0.0,Jindabyne,0.0,2006,Ray Lawrence
0.0,42595,0.0,The Spider's Stratagem,0.0,1970,Bernardo Bertolucci
25000000.0,19495,0.0,Nomad: The Warrior,0.0,2005,Sergei Bodrov Jr.
0.0,27263,0.0,The Tall Target,0.0,1951,Anthony Mann
0.0,10051,0.0,Avenue Montaigne,0.0,2006,Danièle Thompson
21000000.0,9075,26193068.0,Black Book,1.2472889523809525,2006,Paul Verhoeven
0.0,20527,0.0,Love and Honor,0.0,2006,Yôji Yamada
0.0,8199,0.0,Dreamland,0.0,2006,Jason Matzner
0.0,37513,0.0,The Quiet Duel,0.0,1949,Akira Kurosawa
0.0,43976,37598.0,A Moment of Innocence,inf,1996,Mohsen Makhmalbaf
0.0,43974,0.0,The Silence,0.0,1998,Mohsen Makhmalbaf
3000.0,83346,0.0,It's Impossible to Learn to Plow by Reading Books,0.0,1988,Richard Linklater
0.0,30081,0.0,R.S.V.P.,0.0,2002,Mark Anthony Galluzzo
0.0,17677,0.0,The Five Pennies,0.0,1959,Melville Shavelson
0.0,56474,0.0,Philanthropy,0.0,2002,Nae Caranfil
0.0,42066,0.0,Ladies in Retirement,0.0,1941,Charles Vidor
10000000.0,11958,0.0,"Not For, or Against (Quite the Contrary)",0.0,2003,Cédric Klapisch
0.0,192675,0.0,Eklavya: The Royal Guard,0.0,2007,Vidhu Vinod Chopra
0.0,5177,0.0,Dark Horse,0.0,2005,Dagur Kári
0.0,20122,0.0,Damnation,0.0,1988,Béla Tarr
0.0,33673,0.0,His Kind of Woman,0.0,1951,Richard Fleischer
0.0,297853,0.0,Turn of Faith,0.0,2002,Charles Jarrott
0.0,18437,0.0,The Darwin Awards,0.0,2006,Finn Taylor
0.0,38432,0.0,The Tarnished Angels,0.0,1957,Douglas Sirk
16000000.0,8270,5367030.0,The Lookout,0.335439375,2007,Scott Frank
53000000.0,9955,0.0,Blades of Glory,0.0,2007,Josh Gordon
0.0,16201,0.0,Armbryterskan från Ensamheten,0.0,2004,Helen Ahlsson
0.0,57241,0.0,Kissed by Winter,0.0,2005,Sara Johnsen
0.0,10172,0.0,Are We Done Yet?,0.0,2007,Steve Carr
40000000.0,1683,62771059.0,The Reaping,1.569276475,2007,Stephen Hopkins
0.0,10107,0.0,Firehouse Dog,0.0,2007,Todd Holland
150000000.0,1267,169332978.0,Meet the Robinsons,1.12888652,2007,Stephen J. Anderson
0.0,16018,0.0,American Hardcore,0.0,2006,Paul Rachman
0.0,22311,0.0,The Inglorious Bastards,0.0,1978,Enzo G. Castellari
18000000.0,13249,1196307.0,Seraphim Falls,0.0664615,2006,David Von Ancken
0.0,175027,0.0,Double Harness,0.0,1933,John Cromwell
50000000.0,1272,32017803.0,Sunshine,0.64035606,2007,Danny Boyle
0.0,23024,0.0,Judge Priest,0.0,1934,John Ford
11000000.0,1590,0.0,Copying Beethoven,0.0,2006,Agnieszka Holland
0.0,32390,0.0,Royal Palace,0.0,2005,Valérie Lemercier
25000000.0,9903,11772461.0,The Hoax,0.47089844,2006,Lasse Hallström
0.0,28433,0.0,No Way Out,0.0,1950,Joseph L. Mankiewicz
0.0,22549,0.0,Ulysses' Gaze,0.0,1995,Theo Angelopoulos
19610000.0,10798,0.0,Sky Fighters,0.0,2005,Gérard Pirès
0.0,47848,0.0,Scent of a Woman,0.0,1974,Dino Risi
0.0,102227,0.0,"Welcome Back, Mr. McDonald",0.0,1997,Koki Mitani
315000.0,13377,0.0,How the Grinch Stole Christmas!,0.0,1966,Chuck Jones
0.0,14945,0.0,Origin: Spirits of the Past,0.0,2006,Keiichi Sugiyama
50000000.0,11515,9448082.0,Goya's Ghosts,0.18896164,2006,Miloš Forman
60795000.0,7183,73090611.0,Perfect Stranger,1.2022470762398223,2007,James Foley
20000000.0,8271,117760134.0,Disturbia,5.8880067,2007,D.J. Caruso
45000000.0,1534,30822861.0,Pathfinder,0.6849524666666666,2007,Marcus Nispel
0.0,13158,0.0,Aqua Teen Hunger Force Colon Movie Film for Theaters,0.0,2007,Dave Willis
0.0,118536,0.0,The Private Affairs of Bel Ami,0.0,1947,Albert Lewin
0.0,23397,0.0,Straight Time,0.0,1978,Ulu Grosbard
0.0,35838,0.0,Tristana,0.0,1970,Luis Buñuel
0.0,20405,89417.0,Puccini for Beginners,inf,2006,Maria Maggenti
15500000.0,18777,1237615.0,Slow Burn,0.079846129032258,2005,Wayne Beach
26000000.0,16392,0.0,Redline,0.0,2007,Andy Cheng
0.0,17422,0.0,Summer Palace,0.0,2006,Lou Ye
0.0,63951,0.0,In the Year of the Pig,0.0,1969,Emile de Antonio
0.0,32627,0.0,The MacKintosh Man,0.0,1973,John Huston
0.0,1407,0.0,La Vie en Rose,0.0,2007,Olivier Dahan
0.0,81309,0.0,Man - Woman Wanted,0.0,1973,Stanisław Bareja
0.0,15534,0.0,Griffin & Phoenix,0.0,2006,Ed Stone
0.0,30694,0.0,The Resurrected,0.0,1991,Dan O'Bannon
25000000.0,1441,5549200.0,The Contract,0.221968,2006,Bruce Beresford
0.0,6145,91354215.0,Fracture,inf,2007,Gregory Hoblit
0.0,9843,0.0,Big Nothing,0.0,2006,Jean-Baptiste Andrea
0.0,54659,0.0,Woman on the Beach,0.0,2006,Hong Sang-soo
0.0,48994,0.0,Smash-Up: Story of a Woman,0.0,1947,Stuart Heisler
0.0,18767,0.0,Island of Fire,0.0,1990,Chu Yen-ping
19000000.0,10294,35300645.0,Vacancy,1.8579286842105265,2007,Nimród Antal
0.0,32623,0.0,Night of the Ghouls,0.0,1959,Edward D. Wood Jr.
0.0,1987,0.0,Benny's Video,0.0,1993,Michael Haneke
10000000.0,13067,17500000.0,In the Land of Women,1.75,2007,Jon Kasdan
0.0,10111,0.0,Confetti,0.0,2006,Debbie Isitt
0.0,30307,0.0,The Devil Commands,0.0,1941,Edward Dmytryk
25000000.0,1268,229736344.0,Mr. Bean's Holiday,9.18945376,2007,Steve Bendelack
0.0,185158,5965.0,The Grace Lee Project,inf,2005,Grace Lee
0.0,21810,0.0,Adam & Paul,0.0,2004,Lenny Abrahamson
30000000.0,9785,26810113.0,The Invisible,0.8936704333333333,2007,David S. Goyer
0.0,13280,0.0,Kickin' It Old Skool,0.0,2007,Harvey Glazer
0.0,14636,8642858.0,The Condemned,inf,2007,Scott Wiper
258000000.0,559,890871626.0,Spider-Man 3,3.4529907984496124,2007,Sam Raimi
0.0,1950,5761917.0,Lucky You,inf,2007,Curtis Hanson
0.0,13352,0.0,It's a Very Merry Muppet Christmas Movie,0.0,2002,Kirk R. Thatcher
0.0,28304,0.0,The Furies,0.0,1950,Anthony Mann
0.0,20553,0.0,21 Up,0.0,1977,Michael Apted
0.0,24397,0.0,Kiss Me Again,0.0,2006,William Tyler Smith
0.0,20525,0.0,Hana,0.0,2006,Hirokazu Koreeda
0.0,13894,0.0,Sharkwater,0.0,2006,Rob Stewart
0.0,38907,0.0,West,0.0,2002,Cristian Mungiu
0.0,18549,0.0,Flannel Pajamas,0.0,2006,Jeff Lipsky
22000000.0,37933,68000000.0,Tales from Earthsea,3.090909090909091,2006,Goro Miyazaki
0.0,20025,0.0,Thieves' Highway,0.0,1949,Jules Dassin
1100000.0,14240,0.0,Maniac Cop,0.0,1988,William Lustig
0.0,13574,0.0,Year of the Dog,0.0,2007,Mike White
0.0,13569,0.0,Thr3e,0.0,2006,Robby Henson
8000000.0,49081,2019009.0,The Rocket: The Legend of Rocket Richard,0.252376125,2005,Charles Binamé
0.0,17439,0.0,Diggers,0.0,2006,Katherine Dieckmann
0.0,13171,3091922.0,The Ex,inf,2006,Jesse Peretz
0.0,16447,0.0,Woman Is the Future of Man,0.0,2004,Hong Sang-soo
0.0,4977,944915.0,Paprika,inf,2006,Satoshi Kon
0.0,15008,0.0,The Flying Scotsman,0.0,2006,Douglas Mackinnon
0.0,31866,0.0,Sylvia Scarlett,0.0,1935,George Cukor
0.0,46875,0.0,Fixed Bayonets!,0.0,1951,Samuel Fuller
0.0,27904,0.0,Syndromes and a Century,0.0,2006,Apichatpong Weerasethakul
0.0,11705,1128345.0,Red Road,inf,2006,Andrea Arnold
0.0,19947,849915.0,The Adventures of Mark Twain,inf,1985,Will Vinton
0.0,43969,0.0,At Five in the Afternoon,0.0,2003,Samira Makhmalbaf
4200000.0,2269,38862717.0,Day Watch,9.253027857142856,2006,Timur Bekmambetov
2380000.0,11798,8176544.0,This Is England,3.43552268907563,2006,Shane Meadows
0.0,28772,0.0,One Night in Mongkok,0.0,2004,Derek Yee Tung-Sing
0.0,1919,0.0,Away from Her,0.0,2006,Sarah Polley
30000000.0,4964,219076518.0,Knocked Up,7.3025506,2007,Judd Apatow
50000000.0,2976,90450008.0,Hairspray,1.80900016,2007,Adam Shankman
0.0,8421,0.0,Zidane - A 21st Century Portrait,0.0,2006,Douglas Gordon
0.0,41380,0.0,The Prodigal Son,0.0,1981,Sammo Hung
15000000.0,1562,64238440.0,28 Weeks Later,4.282562666666666,2007,Juan Carlos Fresnadillo
20000000.0,13159,0.0,Georgia Rule,0.0,2007,Garry Marshall
12.0,14547,0.0,Delta Farce,0.0,2007,C.B. Harding
0.0,11205,0.0,Wheels on Meals,0.0,1984,Sammo Hung
0.0,36676,0.0,Jonestown: The Life and Death of Peoples Temple,0.0,2006,Stanley Nelson
0.0,38077,0.0,Red Dust,0.0,1932,Victor Fleming
0.0,10004,0.0,Desperation,0.0,2006,Mick Garris
0.0,43618,0.0,Tokyo Olympiad,0.0,1965,Kon Ichikawa
0.0,43397,0.0,Caught,0.0,1949,Max Ophüls
0.0,25395,0.0,Blood Trails,0.0,2006,Robert Krause
160000000.0,810,798958165.0,Shrek the Third,4.99348853125,2007,Chris Miller
160000.0,5723,20710513.0,Once,129.44070625,2007,John Carney
300000000.0,285,961000000.0,Pirates of the Caribbean: At World's End,3.203333333333333,2007,Gore Verbinski
4000000.0,12526,8059140.0,Bug,2.014785,2006,William Friedkin
20000000.0,3432,41637263.0,Mr. Brooks,2.08186315,2007,Bruce A. Evans
0.0,1872,0.0,Rise: Blood Hunter,0.0,2007,Sebastian Gutierrez
9000000.0,15568,2955039.0,Gracie,0.3283376666666667,2007,Davis Guggenheim
0.0,14208,0.0,The Librarian: Return to King Solomon's Mines,0.0,2006,Jonathan Frakes
0.0,14207,0.0,The Librarian: Quest for the Spear,0.0,2004,Peter Winther
0.0,24200,0.0,Fay Grim,0.0,2006,Hal Hartley
50000.0,50153,0.0,The Man from Planet X,0.0,1951,Edgar G. Ulmer
0.0,18902,0.0,Zoo,0.0,2007,Robinson Devor
0.0,5488,4354510.0,"I'm a Cyborg, But That's OK",inf,2006,Park Chan-wook
0.0,15860,8685526.0,Dragon Tiger Gate,inf,2006,Wilson Yip
0.0,8748,0.0,Eagle vs Shark,0.0,2007,Taika Waititi
30000000.0,3489,16930884.0,88 Minutes,0.5643628,2007,Jon Avnet
0.0,55823,0.0,The Great War,0.0,1959,Mario Monicelli
0.0,10063,1675484.0,The Breed,inf,2006,Nicholas Mastandrea
0.0,13979,0.0,Day Night Day Night,0.0,2006,Julia Loktev
0.0,12225,2294291.0,Cashback,inf,2006,Sean Ellis
85000000.0,298,311312624.0,Ocean's Thirteen,3.6625014588235296,2007,Steven Soderbergh
0.0,10832,0.0,Them,0.0,2006,David Moreau
0.0,36143,0.0,Flanders,0.0,2006,Bruno Dumont
2000000.0,14064,300000.0,Ten Canoes,0.15,2006,Rolf de Heer
0.0,13742,0.0,Satan,0.0,2006,Kim Chapiron
0.0,2241,0.0,Sun Alley,0.0,1999,Leander Haußmann
0.0,39465,0.0,Godzilla vs. Mothra,0.0,1992,Takao Okawara
0.0,12561,0.0,Godzilla vs. Destoroyah,0.0,1995,Takao Okawara
0.0,36679,0.0,Godzilla vs. King Ghidorah,0.0,1991,Kazuki Omori
0.0,40765,0.0,The Ghost Ship,0.0,1943,Mark Robson
0.0,30574,0.0,Experiment Perilous,0.0,1944,Jacques Tourneur
0.0,37959,0.0,GO,0.0,2001,Isao Yukisada
1000000.0,18206,10018.0,Alone With Her,0.010018,2006,Eric Nicholas
10200000.0,1691,35619521.0,Hostel: Part II,3.4921099019607844,2007,Eli Roth
0.0,29617,0.0,Remember the Night,0.0,1940,Mitchell Leisen
0.0,1990,486021.0,Paranoid Park,inf,2007,Gus Van Sant
0.0,170261,0.0,The Legend of Sleepy Hollow,0.0,1980,Henning Schellerup
0.0,22049,0.0,Starcrash,0.0,1978,Luigi Cozzi
85000000.0,9408,149044513.0,Surf's Up,1.753464858823529,2007,Ash Brannon
130000000.0,1979,289047763.0,Fantastic 4: Rise of the Silver Surfer,2.223444330769231,2007,Tim Story
0.0,14043,0.0,Nancy Drew,0.0,2007,Andrew Fleming
8000000.0,10288,426224.0,Fido,0.053278,2006,Andrew Currie
0.0,74055,0.0,L'iceberg,0.0,2005,Dominique Abel
0.0,45664,0.0,Who the #$&% Is Jackson Pollock?,0.0,2006,Harry Moses
25000000.0,1991,25037897.0,Death Proof,1.00151588,2007,Quentin Tarantino
16000.0,43353,1000000.0,Robot Monster,62.5,1953,Phil Tucker
10000000.0,9952,7177143.0,Rescue Dawn,0.7177143,2006,Werner Herzog
0.0,60400,0.0,The Blue Bird,0.0,1940,Walter Lang
0.0,32004,0.0,The Wedding Night,0.0,1935,King Vidor
0.0,17035,0.0,The Moguls,0.0,2005,Michael Traeger
2000000.0,17320,265198.0,The TV Set,0.132599,2006,Jake Kasdan
0.0,21427,29326868.0,The Valet,inf,2006,Francis Veber
0.0,17660,0.0,Dodge City,0.0,1939,Michael Curtiz
0.0,9724,0.0,The Mistress of Spices,0.0,2005,Gurinder Chadha
1400000.0,1294,0.0,Four Minutes,0.0,2006,Chris Kraus
0.0,33294,0.0,In Your Hands,0.0,2004,Annette K. Olesen
0.0,57425,0.0,Once You're Born You Can No Longer Hide,0.0,2005,Marco Tullio Giordana
0.0,42700,0.0,The Night of the Generals,0.0,1967,Anatole Litvak
0.0,12713,0.0,Comedy of Power,0.0,2006,Claude Chabrol
0.0,25875,0.0,Silk,0.0,2006,Chao-Bin Su
0.0,12543,0.0,Breaking News,0.0,2004,Johnnie To
25000.0,13120,0.0,In Search of a Midnight Kiss,0.0,2007,Alex Holdridge
14000000.0,34573,0.0,Alice in Wonderland,0.0,1985,Harry Harris
0.0,71822,0.0,The Mystery of Picasso,0.0,1956,Henri-Georges Clouzot
4500000.0,13807,0.0,Exiled,0.0,2006,Johnnie To
0.0,11211,0.0,Bring It On: All or Nothing,0.0,2006,Steve Rash
0.0,27138,0.0,Sybil,0.0,1976,Daniel Petrie
0.0,85535,0.0,David Holzman's Diary,0.0,1967,Jim McBride
0.0,2748,0.0,Journey to Italy,0.0,1954,Roberto Rossellini
250000.0,54934,340147.0,Swoon,1.360588,1992,Tom Kalin
0.0,125025,0.0,East Side Story,0.0,1997,Dana Ranga
0.0,55859,0.0,Knock On Wood,0.0,1954,Melvin Frank
0.0,27464,0.0,O.C. and Stiggs,0.0,1985,Robert Altman
0.0,122291,0.0,The Homecoming,0.0,1973,Peter Hall
0.0,28666,0.0,The Woman Chaser,0.0,1999,Robinson Devor
0.0,41930,0.0,Uranus,0.0,1990,Claude Berri
0.0,75350,0.0,American Friends,0.0,1991,Tristram Powell
0.0,77621,0.0,Within Our Gates,0.0,1920,Oscar Micheaux
0.0,43229,0.0,Johnny Tremain,0.0,1957,Robert Stevenson
0.0,266525,259.0,Alan & Naomi,inf,1992,Sterling Van Wagenen
230400.0,9815,0.0,Goal! II: Living the Dream,0.0,2007,Jaume Collet-Serra
0.0,12695,15543000.0,Still Smokin,inf,1983,Tommy Chong
0.0,32575,0.0,Putney Swope,0.0,1969,Robert Downey Sr.
0.0,49870,0.0,The Power of Nightmares,0.0,2004,Adam Curtis
0.0,37985,0.0,The Trials Of Darryl Hunt,0.0,2007,Ricki Stern
0.0,42464,0.0,O Lucky Man!,0.0,1973,Lindsay Anderson
9000000.0,2359,24538513.0,Sicko,2.7265014444444446,2007,Michael Moore
2224000.0,442,28000000.0,Popular Music,12.589928057553957,2004,Reza Bagher
0.0,25150,0.0,Awesome; I Fuckin' Shot That!,0.0,2006,Adam Yauch
0.0,63096,0.0,Tea and Sympathy,0.0,1956,Vincente Minnelli
0.0,43836,0.0,The Man in the Iron Mask,0.0,1939,James Whale
16000000.0,1988,18928871.0,A Mighty Heart,1.1830544375,2007,Michael Winterbottom
25000000.0,3021,94679598.0,1408,3.78718392,2007,Mikael Håfström
9000000.0,2196,46.0,Death at a Funeral,5.111111111111112e-06,2007,Frank Oz
0.0,18425,0.0,Clubland,0.0,2007,Cherie Nowlan
0.0,19606,28400000.0,High Road to China,inf,1983,Brian G. Hutton
110000000.0,1571,383531464.0,Live Free or Die Hard,3.486649672727273,2007,Len Wiseman
35000000.0,2959,69307224.0,License to Wed,1.9802064,2007,Ken Kwapis
0.0,6022,0.0,Evening,0.0,2007,Lajos Koltai
175000000.0,2698,173000000.0,Evan Almighty,0.9885714285714284,2007,Tom Shadyac
150000000.0,1858,709709780.0,Transformers,4.7313985333333335,2007,Michael Bay
17000000.0,14125,2626800.0,Captivity,0.1545176470588235,2007,Roland Joffé
150000000.0,675,938212738.0,Harry Potter and the Order of the Phoenix,6.254751586666667,2007,David Yates
85000000.0,3563,186072214.0,I Now Pronounce You Chuck & Larry,2.189084870588235,2007,Dennis Dugan
0.0,40618,0.0,Bedtime Story,0.0,1964,Ralph Levy
0.0,26185,0.0,McQ,0.0,1974,John Sturges
0.0,31652,4300000.0,The Mean Season,inf,1985,Phillip Borsos
0.0,30443,0.0,Back in Action,0.0,1993,Paul Ziller
0.0,18763,0.0,Heart of the Dragon,0.0,1985,Sammo Hung
25000000.0,13491,0.0,Arn: The Knight Templar,0.0,2007,Peter Flinth
0.0,11404,0.0,Driving Lessons,0.0,2006,Jeremy Brock
0.0,16083,382267.0,First Snow,inf,2006,Mark Fergus
0.0,37292,0.0,Broken Arrow,0.0,1950,Delmer Daves
0.0,27683,0.0,The Last Time,0.0,2006,Michael Caleo
0.0,13402,0.0,Re-cycle,0.0,2006,Danny Pang
0.0,19968,0.0,No Time For Sergeants,0.0,1958,Mervyn LeRoy
0.0,24582,240239.0,Manufactured Landscapes,inf,2006,Jennifer Baichwal
0.0,4688,0.0,Across the Universe,0.0,2007,Julie Taymor
2000000.0,13337,0.0,Broken English,0.0,2007,Zoe R. Cassavetes
