id,spoken_languages,title
10083,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",No Way Out
29786,"[{'iso_639_1': 'en', 'name': 'English'}]",North Dallas Forty
11356,"[{'iso_639_1': 'en', 'name': 'English'}]",The Odd Couple
10747,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'nv', 'name': ''}, {'iso_639_1': 'es', 'name': 'Español'}]",The Outlaw Josey Wales
38809,"[{'iso_639_1': 'en', 'name': 'English'}]",Black and White
10559,"[{'iso_639_1': 'en', 'name': 'English'}]",Frequency
20697,"[{'iso_639_1': 'en', 'name': 'English'}]",Ready to Rumble
2621,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Return to Me
10479,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Rules of Engagement
125709,"[{'iso_639_1': 'en', 'name': 'English'}]",Joe Gould's Secret
49721,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Me Myself I
2006,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Bell, Book and Candle"
184885,"[{'iso_639_1': 'en', 'name': 'English'}]",The Bells
46625,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",The End of Violence
17339,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Force 10 from Navarone
26879,"[{'iso_639_1': 'en', 'name': 'English'}]",How to Stuff a Wild Bikini
11305,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Mystery Train
48211,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Sacco & Vanzetti
28975,"[{'iso_639_1': 'en', 'name': 'English'}]",Taffin
13665,"[{'iso_639_1': 'en', 'name': 'English'}]",Arthur
12309,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Bachelor Party
1552,"[{'iso_639_1': 'en', 'name': 'English'}]",Parenthood
106,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Predator
10333,"[{'iso_639_1': 'en', 'name': 'English'}]",The Prince of Tides
11027,"[{'iso_639_1': 'en', 'name': 'English'}]",The Postman Always Rings Twice
61560,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Smoking / No Smoking
123757,"[{'iso_639_1': 'en', 'name': 'English'}]",All the Vermeers in New York
27197,"[{'iso_639_1': 'ja', 'name': '日本語'}]",An Actor's Revenge
10468,"[{'iso_639_1': 'en', 'name': 'English'}]",28 Days
1359,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",American Psycho
4967,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Keeping the Faith
31776,"[{'iso_639_1': 'en', 'name': 'English'}]",Where the Money is
10557,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'ur', 'name': 'اردو'}]",East Is East
27745,"[{'iso_639_1': 'en', 'name': 'English'}]",The Filth and the Fury
19214,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Passion of Mind
46686,"[{'iso_639_1': 'en', 'name': 'English'}]",Third World Cop
71402,"[{'iso_639_1': 'en', 'name': 'English'}]",Coming Apart
13776,"[{'iso_639_1': 'en', 'name': 'English'}]",Diner
26291,"[{'iso_639_1': 'en', 'name': 'English'}]",Shakes the Clown
10784,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Cabaret
10242,"[{'iso_639_1': 'en', 'name': 'English'}]",What Ever Happened to Baby Jane?
27857,"[{'iso_639_1': 'en', 'name': 'English'}]",Prick Up Your Ears
16347,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Auntie Mame
4825,"[{'iso_639_1': 'en', 'name': 'English'}]",Guys and Dolls
11654,"[{'iso_639_1': 'en', 'name': 'English'}]",The Hunger
10518,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'yi', 'name': ''}]",Marathon Man
11977,"[{'iso_639_1': 'en', 'name': 'English'}]",Caddyshack
18041,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Gossip
14736,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Love & Basketball
3536,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",U-571
1443,"[{'iso_639_1': 'en', 'name': 'English'}]",The Virgin Suicides
10424,"[{'iso_639_1': 'en', 'name': 'English'}]",Jennifer Eight
80677,"[{'iso_639_1': 'fr', 'name': 'Français'}]",The Law
28971,"[{'iso_639_1': 'en', 'name': 'English'}]",Limelight
49096,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Empire of Passion
310431,"[{'iso_639_1': 'en', 'name': 'English'}]",Stacy's Knights
40562,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Committed
9456,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",The Crow: Salvation
889,"[{'iso_639_1': 'en', 'name': 'English'}]",The Flintstones in Viva Rock Vegas
10564,"[{'iso_639_1': 'en', 'name': 'English'}]",Where the Heart Is
15723,"[{'iso_639_1': 'en', 'name': 'English'}]",The Big Kahuna
19600,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Bossa Nova
125537,"[{'iso_639_1': 'en', 'name': 'English'}]",Smiling Fish & Goat On Fire
452,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",The Idiots
68170,[],The Last September
36234,"[{'iso_639_1': 'en', 'name': 'English'}]",Timecode
39283,"[{'iso_639_1': 'en', 'name': 'English'}]",Carnosaur
65460,"[{'iso_639_1': 'en', 'name': 'English'}]",Carnosaur 2
55667,"[{'iso_639_1': 'en', 'name': 'English'}]",Carnosaur 3: Primal Species
31978,"[{'iso_639_1': 'en', 'name': 'English'}]",Defying Gravity
12476,"[{'iso_639_1': 'en', 'name': 'English'}]",The Hidden
5241,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Two Moon Junction
98,"[{'iso_639_1': 'en', 'name': 'English'}]",Gladiator
21311,"[{'iso_639_1': 'en', 'name': 'English'}]",I Dreamed of Africa
47724,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Up at the Villa
11129,"[{'iso_639_1': 'en', 'name': 'English'}]",Human Traffic
117781,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Black Tights
1058,"[{'iso_639_1': 'en', 'name': 'English'}]",Breathless
37112,"[{'iso_639_1': 'en', 'name': 'English'}]",The Great Locomotive Chase
42159,"[{'iso_639_1': 'en', 'name': 'English'}]",The Idolmaker
16395,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Inferno
50627,[],The King of Marvin Gardens
5608,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]","The Nibelungs, Tale 1: Siegfried"
38925,"[{'iso_639_1': 'en', 'name': 'English'}]",The Lords of Flatbush
13105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",Mr. Mom
22501,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Time Masters
5491,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Battlefield Earth
10560,"[{'iso_639_1': 'en', 'name': 'English'}]",Center Stage
19489,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Held Up
19419,"[{'iso_639_1': 'en', 'name': 'English'}]",Screwed
23531,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Whipped
10688,"[{'iso_639_1': 'en', 'name': 'English'}]",Hamlet
17889,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Anchors Aweigh
18228,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Blue Hawaii
80351,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",The Castaway Cowboy
18642,"[{'iso_639_1': 'en', 'name': 'English'}]",G.I. Blues
205054,"[{'iso_639_1': 'en', 'name': 'English'}]",The Gay Deceivers
39391,"[{'iso_639_1': 'en', 'name': 'English'}]",Gypsy
18644,"[{'iso_639_1': 'en', 'name': 'English'}]",King Creole
31516,"[{'iso_639_1': 'en', 'name': 'English'}]",On the Town
45827,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",One Little Indian
5683,"[{'iso_639_1': 'en', 'name': 'English'}]",Pee-wee's Big Adventure
113279,[],Regret to Inform
2094,"[{'iso_639_1': 'en', 'name': 'English'}]",Roustabout
14906,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Saludos Amigos
16176,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",The Slipper and the Rose
52770,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Things Change
12518,"[{'iso_639_1': 'en', 'name': 'English'}]",Honeymoon in Vegas
10567,"[{'iso_639_1': 'en', 'name': 'English'}]",Dinosaur
10642,"[{'iso_639_1': 'en', 'name': 'English'}]",Loser
9285,"[{'iso_639_1': 'en', 'name': 'English'}]",Road Trip
10569,"[{'iso_639_1': 'en', 'name': 'English'}]",Small Time Crooks
21879,"[{'iso_639_1': 'en', 'name': 'English'}]",The Hollywood Knights
98502,"[{'iso_639_1': 'en', 'name': 'English'}]",The Myth Of Fingerprints
21484,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Possession
24918,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",The Twelve Chairs
955,"[{'iso_639_1': 'en', 'name': 'English'}]",Mission: Impossible II
8584,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'es', 'name': 'Español'}]",Shanghai Noon
47295,[],Better Living Through Circuitry
11332,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",8 ½ Women
16093,"[{'iso_639_1': 'en', 'name': 'English'}]",Carnival of Souls
29372,"[{'iso_639_1': 'en', 'name': 'English'}]",Flying Tigers
962,"[{'iso_639_1': 'en', 'name': 'English'}]",The Gold Rush
5483,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Lisa and the Devil
21060,"[{'iso_639_1': 'en', 'name': 'English'}]",It's in the Water
30588,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Monsieur Verdoux
668,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",On Her Majesty's Secret Service
23518,"[{'iso_639_1': 'en', 'name': 'English'}]",Seven Days in May
691,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ar', 'name': 'العربية'}]",The Spy Who Loved Me
31353,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Those Who Love Me Can Take the Train
44018,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Vagabond
698,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Moonraker
682,"[{'iso_639_1': 'th', 'name': 'ภาษาไทย'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",The Man with the Golden Gun
28973,"[{'iso_639_1': 'en', 'name': 'English'}]",A King in New York
28974,"[{'iso_639_1': 'en', 'name': 'English'}]",A Woman of Paris
40685,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",In Old California
22994,"[{'iso_639_1': 'en', 'name': 'English'}]",The Fighting Seabees
40639,"[{'iso_639_1': 'en', 'name': 'English'}]",Dark Command
499,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Cléo from 5 to 7
9600,"[{'iso_639_1': 'en', 'name': 'English'}]",Big Momma's House
120077,"[{'iso_639_1': 'en', 'name': 'English'}]",Running Free
38006,"[{'iso_639_1': 'en', 'name': 'English'}]",The Abominable Snowman
2768,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",American Gigolo
42002,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Anguish
40365,"[{'iso_639_1': 'es', 'name': 'Español'}]",The Blood Spattered Bride
24920,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",City of the Living Dead
21,"[{'iso_639_1': 'en', 'name': 'English'}]",The Endless Summer
10911,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}]",The Guns of Navarone
10102,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}]",La Grande Bouffe
30308,"[{'iso_639_1': 'en', 'name': 'English'}]",Lured
38688,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Pandora and the Flying Dutchman
26912,"[{'iso_639_1': 'en', 'name': 'English'}]",Quatermass and the Pit
26278,"[{'iso_639_1': 'en', 'name': 'English'}]",Quatermass II
26953,"[{'iso_639_1': 'en', 'name': 'English'}]",Puppet Master
26954,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Puppet Master II
26956,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Puppet Master III Toulon's Revenge
26957,"[{'iso_639_1': 'en', 'name': 'English'}]",Puppet Master 4
26958,"[{'iso_639_1': 'en', 'name': 'English'}]",Puppet Master 5: The Final Chapter
26959,"[{'iso_639_1': 'en', 'name': 'English'}]",Curse of the Puppet Master
26960,"[{'iso_639_1': 'en', 'name': 'English'}]",Retro Puppet Master
80287,"[{'iso_639_1': 'en', 'name': 'English'}]",Rent-a-Cop
6003,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Romeo and Juliet
23939,"[{'iso_639_1': 'en', 'name': 'English'}]",Stay Tuned
46614,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",The Story of G.I. Joe
11072,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'yi', 'name': ''}]",Blazing Saddles
23069,"[{'iso_639_1': 'en', 'name': 'English'}]",Benji
21299,"[{'iso_639_1': 'en', 'name': 'English'}]",Benji the Hunted
38802,"[{'iso_639_1': 'en', 'name': 'English'}]",For the Love of Benji
13368,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",White Christmas
985,"[{'iso_639_1': 'en', 'name': 'English'}]",Eraserhead
14002,"[{'iso_639_1': 'en', 'name': 'English'}]",Baraka
541,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",The Man with the Golden Arm
21137,"[{'iso_639_1': 'en', 'name': 'English'}]",The Decline of Western Civilization
36724,"[{'iso_639_1': 'en', 'name': 'English'}]",The Decline of Western Civilization Part II: The Metal Years
938,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",For a Few Dollars More
10648,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Magnum Force
11368,"[{'iso_639_1': 'en', 'name': 'English'}]",Blood Simple
10875,"[{'iso_639_1': 'en', 'name': 'English'}]",The Fabulous Baker Boys
2075,"[{'iso_639_1': 'en', 'name': 'English'}]",Prizzi's Honor
1551,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",Flatliners
22500,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Gandahar
10246,"[{'iso_639_1': 'en', 'name': 'English'}]",Porky's
19698,"[{'iso_639_1': 'en', 'name': 'English'}]",Porky's II: The Next Day
23919,"[{'iso_639_1': 'en', 'name': 'English'}]",Porky's 3: Revenge
18835,"[{'iso_639_1': 'en', 'name': 'English'}]",Private School
26554,"[{'iso_639_1': 'en', 'name': 'English'}]",Class of Nuke 'Em High
15239,"[{'iso_639_1': 'en', 'name': 'English'}]",The Toxic Avenger
28165,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",The Toxic Avenger Part II
28169,"[{'iso_639_1': 'en', 'name': 'English'}]",The Toxic Avenger Part III: The Last Temptation of Toxie
15762,"[{'iso_639_1': 'en', 'name': 'English'}]",Night of the Creeps
169,"[{'iso_639_1': 'en', 'name': 'English'}]",Predator 2
865,"[{'iso_639_1': 'en', 'name': 'English'}]",The Running Man
9663,"[{'iso_639_1': 'en', 'name': 'English'}]",Starman
26889,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",The Brother from Another Planet
10128,"[{'iso_639_1': 'en', 'name': 'English'}]",Alien Nation
9659,"[{'iso_639_1': 'en', 'name': 'English'}]",Mad Max
8810,"[{'iso_639_1': 'en', 'name': 'English'}]",Mad Max 2: The Road Warrior
9355,"[{'iso_639_1': 'en', 'name': 'English'}]",Mad Max Beyond Thunderdome
1727,"[{'iso_639_1': 'en', 'name': 'English'}]",Bird on a Wire
635,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Angel Heart
10068,"[{'iso_639_1': 'en', 'name': 'English'}]",Nine 1/2 Weeks
11495,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Firestarter
11428,"[{'iso_639_1': 'en', 'name': 'English'}]",Sleepwalkers
10117,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Action Jackson
35936,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zu', 'name': 'isiZulu'}]",Sarafina!
25562,"[{'iso_639_1': 'en', 'name': 'English'}]",Soapdish
51763,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",The Long Walk Home
73079,"[{'iso_639_1': 'en', 'name': 'English'}]",Clara's Heart
38921,"[{'iso_639_1': 'en', 'name': 'English'}]",Burglar
35463,"[{'iso_639_1': 'en', 'name': 'English'}]",Fatal Beauty
9679,"[{'iso_639_1': 'en', 'name': 'English'}]",Gone in Sixty Seconds
24587,[],American Pimp
51333,"[{'iso_639_1': 'en', 'name': 'English'}]",Love's Labour's Lost
17771,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Sunshine
31610,"[{'iso_639_1': 'en', 'name': 'English'}]",Trixie
60005,"[{'iso_639_1': 'en', 'name': 'English'}]",American Virgin
10264,"[{'iso_639_1': 'en', 'name': 'English'}]",Hamlet
31657,"[{'iso_639_1': 'en', 'name': 'English'}]",Coming Home
29204,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'yi', 'name': ''}]",American Pop
17814,"[{'iso_639_1': 'en', 'name': 'English'}]",Assault on Precinct 13
11879,"[{'iso_639_1': 'en', 'name': 'English'}]",Near Dark
21128,"[{'iso_639_1': 'en', 'name': 'English'}]",One False Move
482,"[{'iso_639_1': 'en', 'name': 'English'}]",Shaft
592,"[{'iso_639_1': 'en', 'name': 'English'}]",The Conversation
31593,"[{'iso_639_1': 'en', 'name': 'English'}]",Cutter's Way
12611,"[{'iso_639_1': 'en', 'name': 'English'}]",The Fury
14328,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",The Paper Chase
32047,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Prince of the City
9040,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Serpico
25364,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Ace in the Hole
43002,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Lonely Are the Brave
5121,"[{'iso_639_1': 'en', 'name': 'English'}]",The Sugarland Express
195,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Trouble in Paradise
6978,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Big Trouble in Little China
3133,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Badlands
643,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Battleship Potemkin
10571,"[{'iso_639_1': 'en', 'name': 'English'}]",Boys and Girls
479,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Shaft
7450,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Titan A.E.
31023,"[{'iso_639_1': 'ca', 'name': 'Català'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'Español'}]",Butterfly
25636,"[{'iso_639_1': 'en', 'name': 'English'}]",Jesus' Son
41160,"[{'iso_639_1': 'en', 'name': 'English'}]",The Match
47439,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Time Regained
7443,"[{'iso_639_1': 'en', 'name': 'English'}]",Chicken Run
2123,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]","Me, Myself & Irene"
2024,"[{'iso_639_1': 'en', 'name': 'English'}]",The Patriot
17711,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",The Adventures of Rocky & Bullwinkle
2133,"[{'iso_639_1': 'en', 'name': 'English'}]",The Perfect Storm
29946,"[{'iso_639_1': 'en', 'name': 'English'}]",The Golden Bowl
25993,"[{'iso_639_1': 'en', 'name': 'English'}]",Asylum
28774,"[{'iso_639_1': 'en', 'name': 'English'}]",Communion
46929,"[{'iso_639_1': 'en', 'name': 'English'}]",Fun & Fancy Free
11598,"[{'iso_639_1': 'en', 'name': 'English'}]",The Kentucky Fried Movie
9702,"[{'iso_639_1': 'en', 'name': 'English'}]",Bound by Honor
117026,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Daughter of Dr. Jekyll
9873,"[{'iso_639_1': 'en', 'name': 'English'}]",F/X
16820,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",F/X2
14864,"[{'iso_639_1': 'en', 'name': 'English'}]",The Hot Spot
15379,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Missing in Action
12764,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Missing in Action 2: The Beginning
27352,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Braddock: Missing in Action III
8348,"[{'iso_639_1': 'en', 'name': 'English'}]",Thunderbolt and Lightfoot
24099,"[{'iso_639_1': 'en', 'name': 'English'}]",Dreamscape
17897,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",The Golden Voyage of Sinbad
28050,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Hatchet for the Honeymoon
16094,"[{'iso_639_1': 'en', 'name': 'English'}]",House Party
16096,"[{'iso_639_1': 'en', 'name': 'English'}]",House Party 2
20343,"[{'iso_639_1': 'en', 'name': 'English'}]",Make Mine Music
13757,"[{'iso_639_1': 'en', 'name': 'English'}]",Melody Time
11822,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Nekromantik
90980,"[{'iso_639_1': 'en', 'name': 'English'}]",On Our Merry Way
26270,"[{'iso_639_1': 'en', 'name': 'English'}]",Project Moon Base
37744,"[{'iso_639_1': 'en', 'name': 'English'}]",Rocketship X-M
494,"[{'iso_639_1': 'en', 'name': 'English'}]",Shaft in Africa
493,"[{'iso_639_1': 'en', 'name': 'English'}]",Shaft's Big Score!
12706,"[{'iso_639_1': 'en', 'name': 'English'}]",Croupier
4244,"[{'iso_639_1': 'en', 'name': 'English'}]",The Kid
4247,"[{'iso_639_1': 'en', 'name': 'English'}]",Scary Movie
20770,"[{'iso_639_1': 'en', 'name': 'English'}]",But I'm a Cheerleader
1050,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'es', 'name': 'Español'}]",Shower
1052,"[{'iso_639_1': 'en', 'name': 'English'}]",Blow-Up
20540,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",The Pawnbroker
23655,"[{'iso_639_1': 'en', 'name': 'English'}]",Groove
1788,"[{'iso_639_1': 'en', 'name': 'English'}]",Footloose
