budget,id,revenue,title,belongs_to_collection_name
35000000.0,18417,0.0,The Other Sister,
12000000.0,12479,0.0,Breakfast of Champions,
0.0,15031,0.0,The Breaks,Pet Sematary Collection
0.0,15209,9090.0,Eight Days a Week,Pet Sematary Collection
12000000.0,26425,0.0,Just the Ticket,Children of the Corn Collection
0.0,1847,0.0,The Long Goodbye,Children of the Corn Collection
0.0,42113,0.0,The Ballad of Narayama,
11500000.0,8913,57469467.0,Pet Sematary,
8000000.0,10906,17092453.0,Pet Sematary II,
900000.0,25748,6980986.0,Children of the Corn II: The Final Sacrifice,Airport Collection
0.0,25749,0.0,Children of the Corn III: Urban Harvest,Airport Collection
0.0,8769,21200000.0,Christine,Airport Collection
0.0,14742,21095683.0,Night Shift,
200000.0,15856,0.0,House on Haunted Hill,
10000000.0,10671,100489151.0,Airport,
3000000.0,27932,47000000.0,Airport 1975,
6000000.0,7227,30000000.0,Airport '77,Westworld Collection
0.0,10670,0.0,Rollercoaster,
14000000.0,5919,116000000.0,The Towering Inferno,Planet of the Apes Original Collection
1500000.0,33518,0.0,Alligator,Planet of the Apes Original Collection
0.0,40160,0.0,Meteor,Planet of the Apes Original Collection
0.0,2362,0.0,Westworld,Planet of the Apes Original Collection
9000000.0,10803,25000000.0,Logan's Run,Planet of the Apes Original Collection
5800000.0,871,33395426.0,Planet of the Apes,
3000000.0,1685,18999718.0,Beneath the Planet of the Apes,
1700000.0,1705,8844595.0,Battle for the Planet of the Apes,Airport Collection
1700000.0,1688,9700000.0,Conquest of the Planet of the Apes,
2500000.0,1687,12348905.0,Escape from the Planet of the Apes,
6500000.0,166680,0.0,Avalanche,Analyze Collection
7000000.0,11123,79666653.0,Earthquake,
14000000.0,29723,13015688.0,The Concorde... Airport '79,Cruel Intentions Collection
0.0,31638,0.0,Beyond the Poseidon Adventure,
0.0,113286,0.0,The Dancemaker,
80000000.0,9535,176885658.0,Analyze This,
25000000.0,9455,15156200.0,The Corruptor,
10500000.0,796,75902208.0,Cruel Intentions,
1350000.0,100,3897569.0,"Lock, Stock and Two Smoking Barrels",
0.0,47501,0.0,Six Ways to Sunday,Carrie Collection
0.0,77936,0.0,The School of Flesh,
0.0,84586,0.0,Relax... It's Just Sex,
38000000.0,30943,28121100.0,The Deep End of the Ocean,
0.0,107946,0.0,Harvest,
21000000.0,7341,17762705.0,The Rage: Carrie 2,
30000000.0,10350,0.0,Wing Commander,
0.0,11772,0.0,The Haunting,
13000000.0,9540,8038508.0,Dead Ringers,
0.0,31503,3335984.0,My Boyfriend's Back,
200000.0,11773,0.0,Village of the Damned,
0.0,30202,0.0,Children of the Damned,
12000000.0,22345,36450736.0,Baby Geniuses,
0.0,53685,0.0,Telling You,
0.0,1567,0.0,I Stand Alone,
75000000.0,1641,93888180.0,Forces of Nature,
25000000.0,47288,12000000.0,The King and I,
12000000.0,10212,0.0,Ravenous,
0.0,10354,0.0,True Crime,
0.0,11526,0.0,Bandits,
0.0,8583,0.0,Dangerous Beauty,
0.0,123728,0.0,The Empty Mirror,
4550000.0,16520,21300000.0,The King and I,
0.0,16508,0.0,Doug's 1st Movie,The Matrix Collection
80000000.0,11374,0.0,Edtv,
50000000.0,16379,13260050.0,The Mod Squad,
0.0,125123,0.0,Among Giants,
14000000.0,28029,0.0,A Walk on the Moon,
63000000.0,603,463517383.0,The Matrix,
16000000.0,4951,53478166.0,10 Things I Hate About You,
0.0,65749,0.0,Tango,
75000000.0,8970,29000000.0,The Out-of-Towners,
500000.0,9840,0.0,The Dreamlife of Angels,
0.0,186705,0.0,"Love, etc.",
0.0,30950,0.0,Metroland,
250000.0,70687,0.0,The Sticky Fingers of Time,
6000.0,11660,48482.0,Following,
6500000.0,9430,28451622.0,Go,
25000000.0,11355,84565230.0,Never Been Kissed,
10000000.0,18764,8359717.0,Twin Dragons,
10000000.0,9465,10920544.0,Cookie's Fortune,
0.0,27455,6033999.0,Foolish,
0.0,1414,0.0,Lovers of the Arctic Circle,
20000000.0,49981,0.0,Goodbye Lover,
80000000.0,6522,73345029.0,Life,
0.0,114719,94633.0,Friends & Lovers,
12000000.0,10209,0.0,Hideous Kinky,
0.0,25512,13936.0,Jeanne and the Perfect Guy,
0.0,143299,0.0,The Joyriders,
0.0,22826,0.0,The Monster,
2900000.0,1902,368234.0,Open Your Eyes,
0.0,445590,0.0,Photographer,
0.0,6396,299200.0,SLC Punk,
1.0,39964,100.0,Lost & Found,
33000000.0,12596,0.0,Pushing Tin,
0.0,9451,0.0,Election,
15000000.0,1946,2856712.0,eXistenZ,
0.0,89522,0.0,A Little Bit of Soul,
0.0,42230,0.0,The Mighty Peking Man,
0.0,139445,0.0,Nô,
0.0,74140,0.0,Let It Come Down: The Life of Paul Bowles,
66000000.0,1844,212404396.0,Entrapment,
25000000.0,6552,4152230.0,Idle Hands,
0.0,24584,0.0,Get Real,
0.0,213985,0.0,Heaven,
0.0,25471,1.0,The King of Masks,
0.0,4154,0.0,Three Seasons,
0.0,28519,0.0,The Winslow Boy,
1453000.0,3309,5638000.0,Mildred Pierce,The Mummy Collection
3000000.0,18462,14418922.0,Night of the Comet,
800000.0,28941,0.0,Chopping Mall,
0.0,18252,4122748.0,My Science Project,
47000000.0,8592,103738726.0,Dick Tracy,
80000000.0,564,415885488.0,The Mummy,
786675.0,13852,861789.0,The Castle,
0.0,140519,0.0,Mascara,
0.0,25232,0.0,This Is My Father,
0.0,33194,0.0,Xiu Xiu: The Sent-Down Girl,
11000000.0,10210,0.0,A Midsummer Night's Dream,
0.0,53862,9016377.0,Trippin',Star Wars Collection
11791.0,17962,0.0,After Life,
0.0,9460,0.0,Black Mask,
1500000.0,4927,870751.0,Edge of Seventeen,
0.0,122190,0.0,Endurance,
115000000.0,1893,924317558.0,Star Wars: Episode I - The Phantom Menace,The Mummy (Universal Series)
0.0,31342,0.0,The Love Letter,The Mummy (Hammer Series)
0.0,44297,0.0,Besieged,The Mummy (Universal Series)
0.0,95627,0.0,Frogs for Snakes,The Mummy (Universal Series)
0.0,8785,0.0,The Saragossa Manuscript,The Mummy (Universal Series)
196000.0,15849,0.0,The Mummy,The Mummy (Universal Series)
0.0,18990,0.0,The Mummy,
0.0,29242,0.0,The Mummy's Curse,Superman Collection
0.0,29243,0.0,The Mummy's Ghost,Superman Collection
0.0,31498,0.0,The Mummy's Hand,Superman Collection
0.0,29239,0.0,The Mummy's Tomb,Superman Collection
0.0,15660,0.0,Mommie Dearest,Dracula (Universal Series)
55000000.0,1924,300218018.0,Superman,Dracula (Universal Series)
54000000.0,8536,190458706.0,Superman II,Frankenstein (Universal Series)
39000000.0,9531,75850624.0,Superman III,Frankenstein (Universal Series)
17000000.0,11411,19300000.0,Superman IV: The Quest for Peace,Frankenstein (Universal Series)
355000.0,138,1012189.0,Dracula,Frankenstein (Universal Series)
0.0,30793,0.0,House of Dracula,The Wolf Man (Universal Series)
0.0,3103,0.0,House of Frankenstein,Frankenstein (Hammer Series)
291000.0,3035,12000000.0,Frankenstein,Dracula (Universal Series)
0.0,3077,0.0,Son of Frankenstein,The Wolf Man (Universal Series)
0.0,3074,0.0,The Ghost of Frankenstein,The Howling Collection
0.0,3076,0.0,Frankenstein Meets the Wolf Man,
0.0,3079,0.0,The Curse of Frankenstein,
0.0,32023,0.0,Son of Dracula,
0.0,13666,0.0,The Wolf Man,
0.0,29794,0.0,Howling II: Stirba - Werewolf Bitch,
0.0,9077,0.0,Tarantula,
1200000.0,36685,112892319.0,The Rocky Horror Picture Show,
0.0,43391,0.0,The Flying Saucer,
5000000.0,30168,2091037.0,It Came from Hollywood,
0.0,10785,0.0,The Thing from Another World,
0.0,19483,0.0,It Came from Outer Space,
2000000.0,8974,2000000.0,The War of the Worlds,
0.0,29959,0.0,It Came from Beneath the Sea,Swamp Thing Collection
417000.0,11549,0.0,Invasion of the Body Snatchers,
0.0,18158,0.0,Earth vs. the Flying Saucers,
0.0,27625,0.0,It Conquered the World,
0.0,41516,0.0,The Mole People,
3000000.0,17918,0.0,Swamp Thing,
0.0,37305,0.0,Pork Chop Hill,
0.0,18784,0.0,"Run Silent, Run Deep",
42000000.0,509,363889678.0,Notting Hill,
16000000.0,1090,18564088.0,The Thirteenth Floor,
0.0,24858,0.0,Eternity and a Day,
4000000.0,15059,0.0,The Loss of Sexual Innocence,
0.0,55912,258464.0,Twice Upon a Yesterday,
80000000.0,12117,0.0,Instinct,
0.0,11779,0.0,Buena Vista Social Club,Austin Powers Collection
0.0,41730,0.0,Desert Blue,
0.0,100568,0.0,Floating,
0.0,13533,0.0,Free Enterprise,Tarzan (Animation) Collection
8000000.0,62676,1997807.0,Limbo,
33000000.0,817,310940086.0,Austin Powers: The Spy Who Shagged Me,
0.0,265966,0.0,Promise Her Anything,
0.0,91598,0.0,The Red Dwarf,
18000000.0,14283,9495408.0,The Red Violin,
150000000.0,37135,448000000.0,Tarzan,
60000000.0,2275,149705852.0,The General's Daughter,
0.0,68426,0.0,Get Bruce!,
14000000.0,24137,18535191.0,An Ideal Husband,
9000000.0,10376,0.0,The Legend of 1900,
1530000.0,104,7267585.0,Run Lola Run,
0.0,15800,0.0,Trekkies,
34200000.0,9032,234801895.0,Big Daddy,
0.0,13821,0.0,The Boys,
12500000.0,9421,78599508.0,The Dinner Game,
0.0,55955,408339.0,My Son the Fanatic,
0.0,67067,0.0,Zone 39,
31000000.0,6488,53208180.0,Arachnophobia,
21000000.0,9473,0.0,"South Park: Bigger, Longer & Uncut",American Pie Collection
170000000.0,8487,222104681.0,Wild Wild West,
0.0,10279,0.0,Summer of Sam,Tales of the Four Seasons
0.0,125263,0.0,Broken Vessels,The Muppet Collection
28000000.0,2767,0.0,Les Amants du Pont-Neuf,Blair Witch Collection
0.0,78568,0.0,"Late August, Early September",
11000000.0,2105,235483004.0,American Pie,
21500000.0,1073,0.0,Arlington Road,
0.0,10239,0.0,Autumn Tale,
24000000.0,10208,16290976.0,Muppets from Space,
60000.0,2667,248000000.0,The Blair Witch Project,Ghostbusters Collection
0.0,48958,0.0,My Life So Far,Ghostbusters Collection
65000000.0,345,162091208.0,Eyes Wide Shut,
27000000.0,9825,56870414.0,Lake Placid,
6000000.0,16158,25059640.0,The Wood,Inspector Gadget Collection
4000000.0,133575,0.0,The Velocity of Gary,
30000000.0,620,295212467.0,Ghostbusters,
37000000.0,2978,215394738.0,Ghostbusters II,
10000000.0,10490,10571408.0,Drop Dead Gorgeous,
80000000.0,11618,91188905.0,The Haunting,
75000000.0,332,0.0,Inspector Gadget,
450000.0,1812,2049595.0,Trick,
60000000.0,8914,73648228.0,Deep Blue Sea,
68000000.0,9824,29762011.0,Mystery Men,
70000000.0,4806,309457509.0,Runaway Bride,
0.0,33430,0.0,Twin Falls Idaho,The Adventures of Antoine Doinel
320000.0,247,0.0,The Killing,
75000.0,10056,0.0,Killer's Kiss,
12000000.0,967,60000000.0,Spartacus,
2000000.0,802,9250000.0,Lolita,
11000000.0,3175,20000000.0,Barry Lyndon,
0.0,147,0.0,The 400 Blows,
0.0,1628,0.0,Jules and Jim,
1884000.0,21185,1883811.0,Vibes,
0.0,11120,14302779.0,The Mosquito Coast,
25000000.0,10136,79817939.0,The Golden Child,
0.0,32060,0.0,Brighton Beach Memoirs,
0.0,48686,0.0,Assassination,
0.0,48259,22905522.0,Crimes of the Heart,
15000000.0,873,146292009.0,The Color Purple,
0.0,48660,0.0,The Kindred,
0.0,26789,12303904.0,No Mercy,
0.0,3934,0.0,Ménage,Allan Quatermain Collection
2000000.0,108312,1301121.0,Native Son,
0.0,198469,0.0,Otello,
24500000.0,11416,17218023.0,The Mission,
25000000.0,10776,38748395.0,Little Shop of Horrors,
30000.0,24452,0.0,The Little Shop of Horrors,
0.0,9710,0.0,Allan Quatermain and the Lost City of Gold,
0.0,31924,25147055.0,The Morning After,
16000000.0,30890,0.0,Radio Days,
0.0,24081,9518342.0,From the Hip,
0.0,20242,0.0,Outrageous Fortune,
0.0,39074,0.0,The Bedroom Window,
0.0,66194,2750741.0,Deadtime Stories,
0.0,2115,0.0,Light of Day,
0.0,23599,0.0,Wanted: Dead or Alive,
0.0,3526,5000000.0,Frances,
0.0,41166,0.0,Plenty,
13000000.0,16406,27500000.0,Dick,
0.0,197239,0.0,The Gambler,
70000000.0,10386,23159305.0,The Iron Giant,
40000000.0,745,672806292.0,The Sixth Sense,
48000000.0,913,124305181.0,The Thomas Crown Affair,
4300000.0,912,0.0,The Thomas Crown Affair,
0.0,12229,0.0,The Acid House,
0.0,67323,0.0,The Adventures of Sebastian Cole,
0.0,91076,0.0,Illuminata,
0.0,89861,0.0,Stiff Upper Lips,
0.0,19457,0.0,The Yards,
55000000.0,11353,0.0,Bowfinger,
25000000.0,17707,13000000.0,Brokedown Palace,
6500000.0,9781,4217115.0,Detroit Rock City,
0.0,102489,0.0,Alice and Martin,
0.0,18212,0.0,Better Than Chocolate,
0.0,13817,378667.0,Head On,
0.0,126996,0.0,Marcello Mastroianni: I Remember,
0.0,38715,0.0,Cobra,
6400000.0,48781,6.0,Never Talk to Strangers,
0.0,12185,0.0,Heaven Can Wait,
350000.0,29056,1499275.0,The Raven,
250000.0,26857,0.0,The Tingler,
200000.0,28501,2000000.0,The Pit and the Pendulum,
0.0,29030,0.0,The Tomb of Ligeia,The Omen Collection
0.0,25319,0.0,The Masque of the Red Death,The Omen Collection
0.0,29074,0.0,Tales of Terror,Airplane Collection
0.0,24103,8033397.0,Haunted Honeymoon,Airplane Collection
0.0,10552,0.0,Cat's Eye,
0.0,9267,0.0,And Now for Something Completely Different,
6800000.0,10766,26518355.0,Damien: Omen II,
0.0,10768,20471382.0,Omen III: The Final Conflict,
3500000.0,813,83453539.0,Airplane!,
0.0,2665,27150534.0,Airplane II: The Sequel,Problem Child Collection
22000000.0,9406,26570463.0,An American Werewolf in Paris,Problem Child Collection
0.0,11418,49364621.0,National Lampoon’s European Vacation,
15000000.0,11153,61399552.0,National Lampoon's Vacation,
0.0,14170,0.0,Funny Farm,
18000000.0,2280,151668774.0,Big,
0.0,11077,0.0,Problem Child,A Christmas Story Collection
0.0,28597,0.0,Problem Child 2,
0.0,22611,0.0,Little Nemo: Adventures In Slumberland,
0.0,39780,0.0,Oscar and Lucinda,Universal Soldier Collection
23000000.0,10396,0.0,Tequila Sunrise,Universal Soldier Collection
45000000.0,9944,195268056.0,The Pelican Brief,
0.0,850,19294144.0,A Christmas Story,
0.0,10154,0.0,Mickey Blue Eyes,
13000000.0,10342,8946237.0,Teaching Mrs. Tingle,
45000000.0,10366,10667893.0,Universal Soldier: The Return,
23000000.0,9349,0.0,Universal Soldier,
0.0,15122,0.0,Love Stinks,
0.0,10494,0.0,Perfect Blue,
0.0,126152,0.0,With Friends Like These...,
7000000.0,22314,14011454.0,In Too Deep,
0.0,51679,360895.0,The Source,
0.0,35813,0.0,The Bat,
0.0,11037,0.0,Iron Eagle,
0.0,11955,0.0,Iron Eagle II,
0.0,2038,0.0,Iron Eagle III,
0.0,28737,0.0,Iron Eagle IV,
0.0,11963,27476252.0,Three Days of the Condor,
0.0,141489,0.0,Hamlet from the Lunt-Fontanne Theatre,
0.0,53761,0.0,Male and Female,
40000000.0,9096,0.0,Medicine Man,
0.0,91893,0.0,The Spiders - The Golden Sea,
0.0,113273,0.0,On the Ropes,
0.0,103793,0.0,Rosie,
160000000.0,1911,61698899.0,The 13th Warrior,
75000000.0,2900,19598588.0,The Astronaut's Wife,
70000000.0,17709,0.0,Dudley Do-Right,
0.0,37718,0.0,The Muse,
0.0,47144,0.0,Cabaret Balkan,
0.0,104896,0.0,A Dog Of Flanders,
0.0,30964,0.0,The Lost Son,
0.0,52366,458557.0,Lucie Aubrac,
0.0,6373,0.0,The Very Thought of You,
70000000.0,2162,11263966.0,Chill Factor,
7000000.0,14578,7292175.0,Outside Providence,
0.0,40694,0.0,Bedrooms and Hallways,
0.0,4338,0.0,I Woke Up Early The Day I Died,
0.0,49184,0.0,West Beyrouth,
29000000.0,10307,50041732.0,Stigmata,
12000000.0,11601,21133087.0,Stir of Echoes,
0.0,18621,0.0,Best Laid Plans,
0.0,1075,0.0,"Black Cat, White Cat",
0.0,21719,370668.0,The Minus Man,
0.0,40879,0.0,Whiteboyz,
0.0,47951,0.0,The Adventures of Milo and Otis,
0.0,43832,0.0,Only Angels Have Wings,
0.0,47697,0.0,Othello,
0.0,49792,0.0,Queens Logic,
0.0,77064,0.0,Public Access,
6000000.0,26522,21821347.0,A Soldier's Story,
340000.0,23761,0.0,Alice Sweet Alice,
0.0,24097,0.0,Don't Look in the Basement,
0.0,42114,6670680.0,Nightmares,
0.0,28295,0.0,I Saw What You Did,
0.0,12105,0.0,Yellow Submarine,
15000000.0,14,356296601.0,American Beauty,
1200000.0,24128,4978922.0,Stop Making Sense,
65000000.0,11001,117758500.0,Blue Streak,
50000000.0,10390,0.0,For Love of the Game,Fright Night Collection
17500000.0,9453,23438120.0,Caligula,Fright Night Collection
560000.0,704,12299668.0,A Hard Day's Night,
0.0,35122,45703.0,Splendor,
0.0,142132,0.0,Sugar Town,
1200000.0,24153,14363400.0,The Buddy Holly Story,
9000000.0,11797,24922237.0,Fright Night,
0.0,18086,2983784.0,Fright Night Part 2,
0.0,124475,0.0,La séparation,
0.0,17887,0.0,Barefoot in the Park,
2000000.0,10669,46122355.0,Deliverance,
11000000.0,11527,34967437.0,Excalibur,
0.0,42848,0.0,Lulu on the Bridge,Armour of God Collection
0.0,40867,0.0,The Pajama Game,Armour of God Collection
0.0,1049,140081992.0,Sommersby,
28000000.0,28032,11373501.0,Thumbelina,
5000000.0,11326,34251525.0,Tommy,
0.0,28377,0.0,Hell Night,
0.0,10975,0.0,Armour of God II: Operation Condor,
15000000.0,10974,0.0,Armour of God,
70000000.0,10398,177841558.0,Double Jeopardy,
0.0,2290,0.0,Jakob the Liar,
0.0,24071,0.0,Mumford,
0.0,62994,0.0,Dog Park,
2600000.0,60994,614202.0,Guinevere,
0.0,16112,0.0,The Adventures of Elmo in Grouchland,
0.0,32305,0.0,Simon Sez,
8000000.0,14429,22593409.0,Drive Me Crazy,
28000000.0,15198,8888143.0,"Mystery, Alaska",
75000000.0,6415,108000000.0,Three Kings,
1700000.0,24066,1943649.0,"Happy, Texas",
0.0,21430,0.0,New Rose Hotel,
0.0,10381,0.0,Plunkett & MacLeane,
0.0,171982,0.0,Romance,
0.0,42486,0.0,Napoleon and Samantha,Phantasm Collection
0.0,60285,0.0,Alvarez Kelly,Psycho Collection
0.0,5622,0.0,And the Ship Sails On,Psycho Collection
15000000.0,10349,10611160.0,The Dark Half,
0.0,42518,0.0,Gulliver's Travels,
7000000.0,29787,5344577.0,Monkey Shines,
300000.0,9638,11988469.0,Phantasm,
5000000.0,10576,34725000.0,Psycho II,
0.0,12662,14481606.0,Psycho III,
0.0,61369,0.0,Rain,
0.0,11712,0.0,Sanjuro,
64000000.0,12618,74608570.0,Random Hearts,
0.0,13824,0.0,Superstar,
2000000.0,226,11540607.0,Boys Don't Cry,
0.0,288772,0.0,"Five Wives, Three Secretaries and Me",
0.0,55107,0.0,L'ennui,
0.0,69851,0.0,The Grandfather,
10000000.0,10388,3193102.0,The Limey,
0.0,17198,0.0,The Mating Habits of the Earthbound Human,
0.0,44857,0.0,Molly,
6200000.0,9346,63541777.0,Risky Business,
65000000.0,861,261317921.0,Total Recall,
0.0,14412,24058838.0,Body Heat,
6000000.0,9377,70136369.0,Ferris Bueller's Day Off,Drunken Master Collection
6000000.0,11541,1317657.0,The Year of Living Dangerously,
0.0,2457,0.0,Children of Paradise,
5500000.0,11901,15700000.0,High Plains Drifter,
1800000.0,4929,6800000.0,Hang 'em High,
0.0,85325,0.0,Citizen's Band,
0.0,11230,0.0,Drunken Master,
750000.0,8416,0.0,The Conformist,
0.0,11054,0.0,Hairspray,
0.0,851,0.0,Brief Encounter,
0.0,24453,0.0,The Razor's Edge,
32000000.0,18254,40382659.0,Reds,
1000000.0,56235,0.0,Return with Honor,
0.0,20123,0.0,Time of the Gypsies,
0.0,16642,0.0,Days of Heaven,
0.0,2593,0.0,The Fire Within,
0.0,42020,0.0,El Amor Brujo,
0.0,3086,0.0,The Lady Eve,
689665.0,16305,0.0,Sullivan's Travels,
0.0,32255,0.0,The Palm Beach Story,
0.0,48797,0.0,Man Facing Southeast,The Dirty Dozen Collection
1250000.0,19997,8500000.0,Niagara,
0.0,3767,0.0,Gilda,
6000000.0,17352,36800000.0,South Pacific,James Bond Collection
4000000.0,535,92921203.0,Flashdance,James Bond Collection
0.0,2731,0.0,Indochine,James Bond Collection
5400000.0,1654,45300000.0,The Dirty Dozen,The Blue Lagoon collection
0.0,31043,0.0,Mike's Murder,The Man With No Name Collection
1500000.0,14831,0.0,Help!,
2500000.0,658,124881062.0,Goldfinger,Home Alone Collection
2000000.0,657,78898765.0,From Russia with Love,
950000.0,646,59600000.0,Dr. No,
4500000.0,5689,58853106.0,The Blue Lagoon,
200000.0,391,14500000.0,A Fistful of Dollars,
3000000.0,8052,222559.0,Hard Eight,
18000000.0,772,358991681.0,Home Alone 2: Lost in New York,
0.0,65448,0.0,Penitentiary,
0.0,65452,0.0,Penitentiary II,
17000000.0,31650,10278549.0,Someone to Watch Over Me,
463455.0,73575,966878.0,Sparrows,
700000.0,302579,10508.0,Naturally Native,
63000000.0,550,100853753.0,Fight Club,
0.0,97537,0.0,Beefcake,
50000000.0,12220,58900031.0,The Story of Us,
0.0,1610,0.0,Fever Pitch,
0.0,53151,0.0,Joe the King,
0.0,42881,0.0,Julien Donkey-Boy,
0.0,29064,2400000.0,The Omega Code,
10000000.0,404,0.0,The Straight Story,
0.0,42196,0.0,The Bad Seed,
5000000.0,36819,42365581.0,Time Bandits,
0.0,42726,0.0,A Man and a Woman,
7362000.0,9343,0.0,Fitzcarraldo,
0.0,16858,37823676.0,All That Jazz,
0.0,42006,0.0,Red Sorghum,
19000000.0,11562,18254702.0,Crimes and Misdemeanors,
0.0,10496,10.0,Bats,
9000000.0,16162,34573780.0,The Best Man,
32000000.0,8649,0.0,Bringing Out the Dead,
0.0,31306,0.0,Crazy in Alabama,Harry Palmer Collection
20000000.0,10563,0.0,Three to Tango,On Any Sunday Collection
0.0,14484,239894.0,Body Shots,RoboCop Collection
0.0,214735,2303.0,Men Cry Bullets,RoboCop Collection
0.0,94857,0.0,Brother Can You Spare A Dime,
0.0,32043,17037887.0,The Guardian,
0.0,15247,0.0,The Ipcress File,James Bond Collection
0.0,29251,0.0,On Any Sunday,James Bond Collection
13000000.0,5548,53000000.0,RoboCop,James Bond Collection
35000000.0,5549,45681173.0,RoboCop 2,
70000000.0,856,329803958.0,Who Framed Roger Rabbit,James Bond Collection
0.0,38772,0.0,Melvin and Howard,
28000000.0,699,195312802.0,For Your Eyes Only,House on Haunted Hill Collection
32000000.0,709,156167015.0,Licence to Kill,
7000000.0,253,161777836.0,Live and Let Die,
0.0,13511,0.0,Rawhead Rex,
5500000.0,660,141195658.0,Thunderball,
0.0,46798,0.0,The City,
19000000.0,11377,40846082.0,House on Haunted Hill,
27000000.0,26149,14859394.0,Music of the Heart,
13000000.0,492,22863596.0,Being John Malkovich,
2000000.0,108346,7.0,Dreaming of Joseph Lees,
0.0,98480,33031.0,Man Of The Century,
26500000.0,128,159375308.0,Princess Mononoke,
0.0,46286,0.0,The Suburbans,
0.0,8672,0.0,My Best Fiend,
154790.0,8056,0.0,Train of Life,
51000000.0,2020,36911617.0,The Bachelor,
73000000.0,9481,151493655.0,The Bone Collector,
90000000.0,9008,60289912.0,The Insider,
0.0,14242,0.0,American Movie,Re-Animator Collection
0.0,16129,0.0,Last Night,
0.0,104103,0.0,Portraits Chinois,
0.0,11489,266665.0,Rosetta,Creepshow Collection
0.0,28145,0.0,"They Shoot Horses, Don't They?",Creepshow Collection
0.0,51371,0.0,Battling Butler,Re-Animator Collection
2000000.0,18111,0.0,Bride of Re-Animator,
0.0,31361,0.0,Bustin' Loose,
0.0,11223,0.0,Coma,
8000000.0,16281,21028755.0,Creepshow,
3500000.0,16288,14000000.0,Creepshow 2,
900000.0,1694,2023414.0,Re-Animator,
2500000.0,476,4729352.0,Drugstore Cowboy,
25000000.0,37094,40903593.0,Falling Down,
0.0,13555,0.0,The Funhouse,
750000.0,961,0.0,The General,
483103.0,73969,1027757.0,My Best Girl,
660000.0,24831,0.0,Piranha,
0.0,64963,0.0,Rough Night in Jericho,
0.0,85160,0.0,Slaughterhouse,
0.0,25560,0.0,The Taming of the Shrew,
5000000.0,21610,19905359.0,Nighthawks,
0.0,11878,0.0,Yojimbo,
0.0,11510,1382462.0,Repossessed,
0.0,11234,0.0,The Omega Man,
22700000.0,957,38119483.0,Spaceballs,
15000000.0,11886,32056467.0,Robin Hood,
0.0,37853,0.0,Mister Roberts,
12000000.0,62204,55260558.0,Quest for Fire,
15000000.0,11040,31559552.0,Little Big Man,
0.0,21849,0.0,A Face in the Crowd,
40600000.0,1621,90400000.0,Trading Places,
0.0,14035,0.0,Meatballs,
0.0,40771,0.0,Meatballs Part II,
0.0,40772,0.0,Meatballs III: Summer Job,
0.0,40773,0.0,Meatballs 4,
0.0,11498,38016380.0,Dead Again,
0.0,11790,0.0,Peter's Friends,
0.0,29371,0.0,The Incredibly True Adventure of Two Girls In Love,
0.0,276635,822.0,Experience Preferred...But Not Essential,
20000000.0,47941,2297493.0,Under the Rainbow,Pokémon Collection
0.0,29048,0.0,How I Won the War,
0.0,19052,0.0,Light It Up,
23000000.0,21349,18653615.0,Anywhere But Here,
10000000.0,1832,30652890.0,Dogma,
60000000.0,10047,66976317.0,The Messenger: The Story of Joan of Arc,
30000000.0,10228,163644662.0,Pokémon: The First Movie: Mewtwo Strikes Back,
0.0,47692,0.0,Felicia's Journey,
0.0,18561,0.0,Oxygen,
0.0,144953,0.0,Where's Marlowe?,Poison Ivy Collection
0.0,37426,0.0,The Ape,Poison Ivy Collection
0.0,51787,0.0,British Intelligence,
0.0,11663,0.0,The Commitments,
0.0,13485,0.0,Holiday Inn,
10000000.0,9289,50100000.0,The Longest Day,
0.0,9264,0.0,Poison Ivy,
0.0,18222,0.0,Poison Ivy: The New Seduction,
0.0,124853,0.0,Ten Benny,
25485000.0,11165,29548291.0,Tora! Tora! Tora!,
700000.0,4203,7179298.0,Women on the Verge of a Nervous Breakdown,
16000000.0,24226,53977250.0,The Verdict,
0.0,88875,0.0,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,
0.0,11379,0.0,The Adventures of Buckaroo Banzai Across the 8th Dimension,
0.0,29154,13994920.0,Stand and Deliver,
0.0,2039,80640528.0,Moonstruck,
0.0,77915,0.0,The Sandpiper,
0.0,11943,0.0,Jeremiah Johnson,
300000.0,11481,0.0,Repulsion,
0.0,2690,0.0,Irma la Douce,James Bond Collection
0.0,20565,0.0,42 Up,
0.0,27141,0.0,Liberty Heights,
0.0,10399,0.0,Mansfield Park,
0.0,90762,0.0,"Goodbye, 20th Century",
100000000.0,2668,206071502.0,Sleepy Hollow,
135000000.0,36643,361832400.0,The World Is Not Enough,
8272296.0,99,67872296.0,All About My Mother,
0.0,159569,0.0,Home Page,
0.0,77010,0.0,The Living Dead Girl,
0.0,25898,0.0,Babes in Toyland,
0.0,9647,60328000.0,Scrooged,
0.0,11787,0.0,Harvey,
133000.0,5156,361712.0,Bicycle Thieves,
4000000.0,24276,1680358.0,Matewan,
0.0,11953,0.0,Kagemusha,
0.0,44662,0.0,47 Samurai,
0.0,29005,0.0,McCabe & Mrs. Miller,
0.0,26371,0.0,Maurice,
750000.0,596,0.0,The Grapes of Wrath,
0.0,52470,0.0,My Man Godfrey,
0.0,20334,0.0,The Shop Around the Corner,
28000000.0,11393,47951979.0,The Natural,
0.0,31121,0.0,Shampoo,
0.0,293,43440294.0,A River Runs Through It,
