id,runtime,title,release_year
25195,100.0,Leap Year,2010
20504,118.0,The Book of Eli,2010
33613,147.0,The Girl Who Kicked the Hornet's Nest,2009
57251,109.0,Tickets,2005
85126,111.0,Hickey & Boggs,1972
123772,97.0,Mister Johnson,1990
4286,125.0,The Innocent,1976
21575,155.0,A Prophet,2009
104320,100.0,"Man, Woman and Beast",1977
4932,89.0,A Guide for the Married Man,1967
39023,102.0,Dead Time,2007
187401,100.0,The Phantom Lover,1995
25927,96.0,Staten Island,2009
14173,90.0,Princess,2006
28227,82.0,Collapse,2009
31875,73.0,Last Resort,2000
44085,161.0,The Yacoubian Building,2006
58589,69.0,Metal Gear Solid: Philanthropy,2009
26820,108.0,My One and Only,2009
119905,98.0,Birdsong,2008
24271,91.0,The Maiden Heist,2009
52273,94.0,Hidden Agenda,2001
95140,98.0,Detention,2003
179066,97.0,I Live My Life,1935
37222,119.0,The V.I.P.s,1963
55197,115.0,Flavor of Green Tea Over Rice,1952
87065,60.0,Louie Bluie,1985
20551,89.0,Ernest Goes to School,1994
28280,97.0,Direct Action,2004
26125,90.0,The Defender,2004
26765,89.0,Mr. Warmth: The Don Rickles Project,2007
5707,88.0,Shooting War,2000
323111,120.0,Semper Fi,2001
26961,72.0,Puppet Master: The Legacy,2003
126925,58.0,Gretchen the Greenhorn,1916
1450,91.0,Blood: The Last Vampire,2009
101006,84.0,Liverpool,2008
52429,94.0,Theodora Goes Wild,1936
81895,93.0,MacGyver: Lost Treasure of Atlantis,1994
148435,74.0,Pekka ja Pätkä Suezilla,1958
46335,137.0,Don't Touch the Axe,2007
18476,90.0,Horsemen,2009
15774,210.0,"Swades: We, the People",2004
20107,80.0,Bart Got a Room,2008
12161,93.0,Jerichow,2008
164421,112.0,A Matter of Dignity,1958
101342,150.0,The Spousals of God,1999
41970,87.0,The Last of England,1987
89800,92.0,Harmful Insect,2001
21521,101.0,Project A II,1987
44027,91.0,"My Son, My Son, What Have Ye Done",2009
143098,100.0,Fire-Eater,1998
31175,99.0,Soul Kitchen,2009
22274,105.0,Quiet Chaos,2008
4579,102.0,Heat,1972
32097,93.0,"The Devil, Probably",1977
83430,109.0,Altiplano,2009
13634,68.0,One Way Passage,1932
144089,0.0,"The Actress, the Dollars and the Transylvanians",1978
40229,91.0,The House on Sorority Row,1983
10800,80.0,Dragon Hunters,2008
277622,0.0,The 27 Club,2008
25676,126.0,Rob-B-Hood,2006
44941,91.0,Year of the Comet,1992
25205,119.0,The Concert,2009
17602,54.0,Macheads,2009
14981,90.0,Welcome To Macintosh,2008
45699,85.0,The Butterfly,2002
17606,90.0,The Other Man,2008
25594,91.0,Wrong Turn at Tahoe,2009
25602,83.0,Ninja,2009
40660,121.0,If You Love,2010
101376,90.0,The Queen and I,2008
49956,85.0,The Long Day Closes,1992
43844,133.0,The Baker's Wife,1938
15930,90.0,Fighter,2007
65642,81.0,The Story of a Cheat,1936
86303,143.0,Subarnarekha,1965
63771,90.0,Douce,1943
52229,102.0,Kid Galahad,1937
2395,116.0,Asterix at the Olympic Games,2008
13855,125.0,The Chaser,2008
21153,84.0,Flock of Dodos: The Evolution-Intelligent Design Circus,2006
83994,178.0,My Sex Life... or How I Got Into an Argument,1996
5761,83.0,Hannah Takes the Stairs,2007
57978,102.0,Meantime,1984
23999,101.0,Abigail's Party,1977
42720,99.0,Violence at Noon,1966
17911,90.0,Mega Shark vs Giant Octopus,2009
32559,77.0,Mall Girls,2009
253476,90.0,Landscape No. 2,2009
69061,97.0,Dr. Otto and the Riddle of the Gloom Beam,1986
13382,52.0,"Rudolph, the Red-Nosed Reindeer",1964
13358,83.0,A Dennis the Menace Christmas,2007
33511,98.0,Nowhere Boy,2009
27182,81.0,Note by Note: The Making of Steinway L1037,2007
29110,86.0,Garbage Warrior,2007
23410,90.0,The Thaw,2009
266740,75.0,The Living Room of the Nation,2009
22164,93.0,Blood and Bone,2009
15255,93.0,Undisputed II: Last Man Standing,2006
71885,110.0,Motocrossed,2001
20453,170.0,3 Idiots,2009
108573,79.0,Svampe,1990
16095,115.0,Troubled Water,2008
4253,142.0,Hum Tum,2004
43346,86.0,Genevieve,1953
40083,114.0,Sometimes a Great Notion,1970
61864,100.0,Out of It,1978
59390,92.0,Running Mates,1992
22894,100.0,Legion,2010
15807,124.0,Air Force,1943
85507,76.0,Coquette,1929
72241,146.0,Unconquered,1947
22404,105.0,Man Hunt,1941
27567,115.0,The Maid,2009
147692,104.0,"The Oil, the Baby and the Transylvanians",1981
41787,104.0,Defenseless,1991
106482,91.0,Pyrates,1991
26752,87.0,Silent Wedding,2009
48609,90.0,A Fine Mess,1986
251281,96.0,Thomas Pynchon: A Journey Into the Mind of P.,2003
160266,109.0,Rahtree: Flower of the Night,2003
21033,97.0,Beautiful,2009
23988,90.0,Stan Helsing,2009
186129,75.0,Forgiven,2007
51120,100.0,Peter Pan,1960
21453,82.0,Wicked City,1987
5153,148.0,Cabiria,1914
17836,121.0,Virginia City,1940
51429,86.0,Female Yakuza Tale,1973
32130,93.0,Together Again,1944
126083,72.0,If You Could Only Cook,1935
13522,128.0,Arn: The Kingdom at Road's End,2008
47370,157.0,Japan's Longest Day,1967
31156,35.0,Dante's Hell Animated,2013
84104,86.0,Shriek of the Mutilated,1974
46336,71.0,Four Eyed Monsters,2005
27569,105.0,Extraordinary Measures,2010
62775,,Havukka-Ahon Ajattelija,2010
120109,81.0,Too Many Husbands,1940
8349,120.0,The Red Baron,2008
75877,107.0,The Holy Innocents,1984
43891,88.0,Crime and Punishment,1935
33295,105.0,More Than a Game,2008
29501,98.0,Falling Up,2009
16453,61.0,Zach Galifianakis: Live at the Purple Onion,2007
13477,91.0,When in Rome,2010
12201,117.0,Edge of Darkness,2010
47554,87.0,Ethan Mao,2004
33395,71.0,Charlie Chan in Shanghai,1935
2974,113.0,The Hands of Orlac,1924
14016,91.0,Mad Detective,2007
94706,138.0,The Quince Tree Sun,1992
26466,99.0,Triangle,2009
49807,110.0,The Perfect Circle,1997
99749,97.0,Rampage,1987
79509,91.0,The Ambulance,1989
46623,147.0,Cimarron,1960
52863,79.0,Dangerous,1935
92283,92.0,I Never Sang for My Father,1970
42137,130.0,Space Pirate Captain Harlock: Arcadia of My Youth,1982
8952,98.0,I Love You Phillip Morris,2009
40724,230.0,Anne of Green Gables: The Sequel,1987
33159,95.0,The Donner Party,2009
26137,93.0,Electric Shadows,2004
71825,110.0,Mistress,1992
103201,96.0,Extreme Justice,1993
98246,110.0,The Sun,2005
33630,90.0,Vivacious Lady,1938
51675,95.0,Escape from Suburbia: Beyond the American Dream,2007
33602,108.0,Temple Grandin,2010
12169,114.0,The First Day of the Rest of Your Life,2008
252407,93.0,Me and Him,1988
43333,110.0,Désirée,1954
42212,89.0,Thank God It's Friday,1978
33728,126.0,"Captain Newman, M.D.",1963
27989,84.0,Serious Moonlight,2009
25983,95.0,The House of the Devil,2009
42683,83.0,Black Legion,1937
271677,160.0,The Hero: Love Story of a Spy,2003
46423,180.0,Lucky: No Time for Love,2005
24469,123.0,Fish Tank,2009
11518,216.0,Love Stories,2000
7344,87.0,Absurdistan,2008
4887,96.0,Takva: A Man's Fear of God,2006
51022,103.0,The Wounds,1998
31578,94.0,Body Bags,1993
18670,95.0,Legend of the Red Dragon,1994
25293,90.0,The Hound of the Baskervilles,2000
59013,120.0,The Royal Scandal,2001
32856,125.0,Valentine's Day,2010
7978,102.0,The Wolfman,2010
60086,93.0,Babysitter Wanted,2009
11324,138.0,Shutter Island,2010
90052,90.0,The Sign of Four,2001
81382,90.0,The Case of the Whitechapel Vampire,2002
8898,87.0,The Headless Woman,2008
183946,90.0,Yellow,1998
17334,106.0,The Other End of the Line,2008
26715,109.0,Bitch Slap,2009
19311,78.0,$9.99,2008
38448,111.0,Ondine,2009
45988,148.0,1066: The Battle for Middle Earth,2009
20047,90.0,The Steam Experiment,2009
55522,74.0,Letters to Father Jacob,2009
81399,23.0,The Bakery Girl of Monceau,1963
13949,93.0,Persuasion,2007
24253,129.0,The Girl Who Played with Fire,2009
15324,32.0,Steal This Film,2006
32657,118.0,Percy Jackson & the Olympians: The Lightning Thief,2010
23742,107.0,Cop Out,2010
36457,105.0,Mademoiselle,1966
27561,101.0,Trailer Park Boys: Countdown to Liquor Day,2009
11439,128.0,The Ghost Writer,2010
42586,107.0,Darling Lili,1970
26963,75.0,The Secret of Kells,2009
32868,92.0,The Vicious Kind,2009
30298,139.0,The Secret of Santa Vittoria,1969
23172,94.0,The Spy Next Door,2010
30128,106.0,I Hope They Serve Beer in Hell,2009
29381,96.0,Caged,1950
42295,88.0,The House on 92nd Street,1945
41894,0.0,Blood Done Sign My Name,2010
67736,102.0,Thérèse Raquin,1953
25950,172.0,Mysterious Island,2005
32124,100.0,Dare,2009
26428,127.0,Agora,2009
56931,98.0,Tom Thumb,1958
12273,135.0,Singh Is Kinng,2008
22805,90.0,Motherhood,2009
79519,87.0,Shades of Ray,2008
20083,119.0,Shinjuku Incident,2009
29388,80.0,High Life,2009
15357,101.0,District 13: Ultimatum,2009
20406,76.0,Rockaway,2007
22166,117.0,Fast Lane,2010
408956,80.0,Pudana: Last of the Line,2010
18489,87.0,The Yes Men Fix the World,2009
120280,64.0,Pekka ja Pätkä puistotäteinä,1955
19962,89.0,Mike Bassett: England Manager,2001
29427,101.0,The Crazies,2010
22971,115.0,Dear John,2010
45576,85.0,Last Train Home,2009
23023,101.0,Tooth Fairy,2010
29785,74.0,Of Time and the City,2008
63195,345.0,"La Commune (Paris, 1871)",2001
20871,88.0,Gentlemen of Fortune,1971
14235,98.0,Eden Log,2007
71370,84.0,Trap,2007
25967,95.0,Isolation,2005
5595,88.0,Fermat's Room,2007
32092,98.0,Under the Bombs,2007
10664,85.0,[REC]²,2009
28739,87.0,Cabin Fever 2: Spring Fever,2009
17473,99.0,The Room,2003
200664,7.0,Killer Bean 2: The Party,2000
224642,86.0,The Scarlet Dove,1961
117499,78.0,Asphalt Lambs,1968
174748,,Lars i porten,1984
26022,145.0,My Name Is Khan,2010
12155,108.0,Alice in Wonderland,2010
40623,75.0,A Town Called Panic,2009
22972,115.0,Green Zone,2010
119819,81.0,The Call of the Wild,1935
29182,95.0,44 Inch Chest,2009
17277,188.0,The Fall of the Roman Empire,1964
24424,120.0,Ajami,2009
26389,92.0,From Paris with Love,2010
61880,112.0,Strategic Air Command,1955
31515,137.0,The Boy Friend,1971
20618,96.0,Road Trip: Beer Pong,2009
28925,102.0,Zone of the Dead,2009
23488,112.0,Dorian Gray,2009
26771,93.0,That Sinking Feeling,1980
43012,122.0,Taras Bulba,1962
27583,107.0,Greenberg,2010
6883,115.0,Two-Minute Warning,1976
26390,133.0,Brooklyn's Finest,2009
34016,104.0,She's Out of My League,2010
25941,103.0,Harry Brown,2009
34195,86.0,The Dead Outside,2008
20471,95.0,The Mysteries of Pittsburgh,2008
18514,90.0,Never Forever,2007
23169,113.0,Remember Me,2010
18704,115.0,Failan,2001
12718,90.0,Teenage Caveman,2002
15360,74.0,The Night Stalker,1972
19969,90.0,Skeleton Crew,2009
85521,105.0,The Cool World,1963
36233,111.0,Posse,1993
16763,91.0,Joy Ride 2: Dead Ahead,2008
16350,96.0,Vinyan,2008
15846,96.0,The Burrowers,2008
14765,125.0,The Last Deadly Mission,2007
44363,93.0,Frozen,2010
94182,88.0,Torrid Zone,1940
34592,92.0,ZMD: Zombies of Mass Destruction,2009
26430,75.0,The Carter,2009
59719,91.0,Lupin the Third: Sweet Lost Night,2008
30903,98.0,Blade of the Ripper,1971
26623,87.0,Generation X,1996
55412,90.0,Girl of Finland,1967
48145,87.0,The Devil's Eye,1960
29426,90.0,Survival of the Dead,2010
217632,102.0,The Way You Wanted Me,1944
195204,89.0,"Skin, Skin",1966
34335,98.0,Nine Dead,2010
16239,90.0,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,2009
80196,81.0,Invisible Stripes,1939
31299,112.0,Little Ashes,2008
34563,103.0,Our Family Wedding,2010
27573,110.0,The Bounty Hunter,2010
32678,92.0,Dead Man Running,2009
12834,104.0,Leaves of Grass,2009
31723,92.0,Women in Trouble,2009
24225,87.0,Afghan Star,2009
49508,83.0,I Was a Communist for the FBI,1951
26558,92.0,Combat Shock,1986
15483,103.0,The Card Player,2004
31678,116.0,The Hollywood Revue of 1929,1929
45921,97.0,Haunted Echoes,2008
33788,86.0,Possession,2009
5753,88.0,Deadly Prey,1987
43495,94.0,The Seventh Veil,1945
32688,105.0,Mondo Cane,1962
24973,139.0,The Egyptian,1954
42342,108.0,The Egg and I,1947
168171,90.0,Brass Monkey,1948
80595,97.0,The Frightened City,1961
66953,101.0,"Who Are You, Polly Maggoo?",1966
16436,126.0,North Face,2008
31867,111.0,Repo Men,2010
42451,120.0,The Apprenticeship of Duddy Kravitz,1974
43138,145.0,The Brothers Karamazov,1958
4933,119.0,The Buccaneer,1958
264241,91.0,Restless Blood,1946
28355,109.0,Case 39,2009
64104,93.0,After Last Season,2009
194931,88.0,Guest of Cindy Sherman,2008
20027,138.0,Delhi-6,2009
36970,84.0,Oceans,2009
19616,153.0,New York,2009
34423,90.0,The Slammin' Salmon,2009
69872,96.0,Your Vice is a Locked Room and Only I Have the Key,1972
20216,96.0,Cookers,2001
23048,101.0,Hot Tub Time Machine,2010
28211,96.0,Chloe,2009
30779,90.0,Blackwoods,2001
89199,110.0,Trash,1970
19152,92.0,Zift,2008
38687,112.0,Flesh and the Devil,1926
30018,128.0,Mother,2009
10191,98.0,How to Train Your Dragon,2010
22582,84.0,Tom and Jerry: The Movie,1992
37181,119.0,About Elly,2009
45035,119.0,King and the Clown,2005
15544,88.0,Extreme Movie,2008
24874,86.0,Dark Mirror,2007
51330,49.0,"You're a Good Man, Charlie Brown",1985
28510,97.0,Universal Soldier: Regeneration,2009
11763,162.0,Bunty Aur Babli,2005
33421,69.0,The Pearl of Death,1944
48336,88.0,Lumière and Company,1995
21467,117.0,The Bone Man,2009
24499,90.0,Scar,2007
20825,98.0,I Hate Valentine's Day,2009
16190,71.0,Žižek!,2005
109572,90.0,Lupin the Third: Episode 0: First Contact,2002
52637,92.0,Yuki & Nina,2009
25053,125.0,Air Doll,2009
104607,99.0,Main Street,1956
10469,107.0,"Come, Sweet Death",2000
11122,90.0,India,1993
27936,100.0,Micmacs,2009
18823,106.0,Clash of the Titans,2010
196328,90.0,Rockabilly Vampire,1996
213845,0.0,Miss Météo,2005
15382,47.0,White Mane,1953
31196,90.0,Growth,2010
18352,95.0,The Cremator,1969
34769,101.0,Defendor,2009
39830,103.0,Bass Ackwards,2010
132744,178.0,One 2 Ka 4,2001
161179,170.0,Shakti: The Power,2002
35939,129.0,Glorious 39,2009
23483,117.0,Kick-Ass,2010
16686,90.0,Varg Veum - Bitter Flowers,2007
15973,95.0,Varg Veum - Fallen Angels,2008
4252,167.0,Chalte Chalte,2003
16759,89.0,Five Minutes of Heaven,2009
43008,107.0,The Hanging Tree,1959
184741,90.0,Cain and Mabel,1936
57124,113.0,Swastika,1974
93519,175.0,Karan Arjun,1995
35056,97.0,Date Night,2010
47090,97.0,The Pit and the Pendulum,1991
13417,72.0,Kronk's New Groove,2005
39931,96.0,Mark of the Devil,1970
24429,104.0,The Brink's Job,1978
36419,104.0,After.Life,2010
22419,94.0,Camille,2008
43327,92.0,The Virgin Queen,1955
76568,85.0,The Sheepman,1958
40855,75.0,Sex Positive,2009
22488,87.0,Love's Abiding Joy,2006
49131,79.0,Spiderman: The Ultimate Villain Showdown,2002
35207,71.0,Terry Fator: Live from Las Vegas,2009
42669,89.0,Five Star Final,1931
18273,102.0,Downloading Nancy,2008
37223,85.0,Oneechanbara The Movie,2008
53522,81.0,Movie Crazy,1932
39459,85.0,The Oklahoma Kid,1939
35689,87.0,Don McKay,2009
166375,80.0,Taqwacore: The Birth of Punk Islam,2009
34784,82.0,Grim Reaper,2007
52903,80.0,Steam of Life,2010
8980,88.0,Mortadelo & Filemon: The Big Adventure,2003
11801,134.0,Angel,2007
25572,118.0,American Drug War: The Last White Hope,2007
34583,93.0,The Final,2010
11761,90.0,Peacock,2010
22943,82.0,Tillie's Punctured Romance,1914
27586,106.0,The Runaways,2010
15323,44.0,Steal This Film II,2007
1568,38.0,Carne,1991
48688,99.0,Pigsty,1969
33226,86.0,Rembrandt's J'Accuse...!,2008
96010,106.0,The Way I Spent the End of the World,2006
27179,69.0,It! The Terror from Beyond Space,1958
11303,90.0,Deep in the Woods,2000
18426,110.0,Daisy,2006
19939,129.0,Cape No. 7,2008
36916,60.0,The Men Who Tread on the Tiger's Tail,1945
145902,111.0,Trench Road,2004
79924,100.0,Oh Happy Day,2007
116983,0.0,The Black Waters of Echo's Pond,2009
17988,85.0,The Most Beautiful,1944
26178,95.0,Razorback,1984
19587,100.0,The Education of Charlie Banks,2007
68987,0.0,Cooking With Stella,2010
36124,93.0,Until the Light Takes Us,2008
20781,77.0,Angel of Death,2009
22649,89.0,A Farewell to Arms,1932
31561,138.0,Caesar and Cleopatra,1945
1912,129.0,Reclaim Your Brain,2007
35002,96.0,When Dinosaurs Ruled the Earth,1970
47813,86.0,Waking Sleeping Beauty,2009
14766,120.0,Affinity,2008
36731,103.0,The Roman Spring of Mrs. Stone,1961
141714,300.0,Wild China,2008
19401,71.0,The Case for Christ,2007
31869,0.0,The Ascent of Money,2009
26186,106.0,Hot Millions,1968
55236,107.0,Desperate Journey,1942
34803,92.0,Death at a Funeral,2010
37861,93.0,Valhalla Rising,2009
47808,111.0,Sahara,1983
33217,92.0,Diary of a Wimpy Kid,2010
29989,107.0,Skin,2009
90634,174.0,Hum Tumhare Hain Sanam,2002
26380,85.0,Out of the Fog,1941
43326,111.0,The Tender Trap,1955
44747,95.0,The Caddy,1953
102419,79.0,Hotel Reserve,1944
228444,85.0,Hell Is Sold Out,1951
36443,104.0,The Union: The Business Behind Getting High,2007
4461,119.0,Decision Before Dawn,1951
41110,120.0,I Am Love,2009
31687,84.0,Circle of Eight,2009
20497,85.0,Ballet Shoes,2008
12411,120.0,Disgrace,2008
86097,80.0,For the Love of Movies: The Story of American Film Criticism,2009
25832,90.0,Aria,1987
25338,106.0,The Silent Partner,1978
20478,93.0,Normal Adolescent Behavior,2007
17960,98.0,Hell,2005
33427,81.0,LEGO: The Adventures of Clutch Powers,2010
23568,82.0,American Virgin,2009
38810,94.0,Dogtooth,2009
12408,94.0,Genova,2008
21345,132.0,City of Life and Death,2009
40168,83.0,Scarecrows,1988
44132,93.0,The Beast,1975
37857,89.0,Don's Plum,2001
33784,73.0,Huset vid vägens ände,2003
45663,87.0,The Dunwich Horror,2009
129689,113.0,"I Are You, You Am Me",1982
178736,155.0,Chizuko's Younger Sister,1991
35656,100.0,As Good As Dead,2010
30427,108.0,Glory to the Filmmaker!,2007
12166,119.0,Achilles and the Tortoise,2008
33501,89.0,The Moment After,1999
36325,87.0,Bananas!*,2009
43381,77.0,Texas Carnival,1951
34813,97.0,The Losers,2010
33215,89.0,Tenure,2009
21036,35.0,Panda! Go Panda!,1972
35690,107.0,The Last Song,2010
18406,99.0,Chained Heat,1983
39053,91.0,Cyrus,2010
37169,92.0,The Human Centipede (First Sequence),2009
24805,136.0,The Ten Commandments,1923
43517,121.0,This Is the Army,1943
176651,104.0,Darkness and Light,1999
121036,109.0,The Best Of Times,2002
42476,94.0,Ben,1972
111310,85.0,Operator 13,1934
39452,87.0,Exit Through the Gift Shop,2010
94917,118.0,Summer and Smoke,1961
107643,88.0,Bloody Territories,1969
64651,85.0,Stray Cat Rock: Sex Hunter,1970
40594,130.0,Julia Sweeney - Letting Go of God,2008
23104,67.0,King of the Zombies,1941
37605,91.0,The Last Voyage,1960
91727,116.0,Night Must Fall,1937
41597,95.0,Night Train to Munich,1940
62727,102.0,Pinky,1949
25385,107.0,Tobruk,1967
64576,81.0,Stray Cat Rock: Delinquent Girl Boss,1970
32985,104.0,Solomon Kane,2009
44399,125.0,Blood and Sand,1941
10138,124.0,Iron Man 2,2010
32084,93.0,Lebanon,2009
42191,79.0,Johnny Angel,1945
190906,90.0,The Dark Tower,1943
45615,84.0,Reindeerspotting - Escape From Santaland,2010
38579,87.0,Marmaduke,2010
37931,90.0,MacGruber,2010
27004,108.0,Ca$h,2010
10870,86.0,Lucky Luke and the Daltons,2004
54117,140.0,Three,2002
4180,106.0,Three Men and a Cradle,1985
55135,107.0,"When I Grow Up, I'll Be a Kangaroo",2004
15877,121.0,The Sky Crawlers,2008
72272,111.0,The Bridesmaid,2004
1549,124.0,Games of Love and Chance,2003
10171,117.0,Voyager,1991
38996,88.0,Dead of Night,1974
25699,110.0,The Man on the Roof,1976
18899,108.0,Vengeance,2009
45380,98.0,Crazy Stone,2006
48587,85.0,Living Death,2006
198600,95.0,Three Sailors and a Girl,1953
36760,79.0,The 3rd Voice,1960
39767,108.0,Getting Any?,1994
17005,89.0,Bitten,2008
26694,100.0,Big River Man,2009
126421,85.0,Seven Dollars on the Red,1966
121351,62.0,Aces and Eights,1936
37178,87.0,Virtuality,2009
125271,91.0,"Tora-san, Our Lovable Tramp",1969
5178,95.0,The Good Heart,2009
34069,120.0,Cargo,2009
23437,95.0,A Nightmare on Elm Street,2010
37495,101.0,Four Lions,2010
145217,75.0,Cream Lemon,2004
42217,124.0,Bobby Deerfield,1977
19173,95.0,Diary of a Nymphomaniac,2008
42910,100.0,Lord Save Us,2008
43090,89.0,Gunless,2010
35169,92.0,Furry Vengeance,2010
41116,79.0,The Shock Doctrine,2009
25659,110.0,"Fine, Totally Fine",2008
37828,105.0,Armadillo,2010
38726,132.0,Stage Door Canteen,1943
36950,134.0,You Don't Know Jack,2010
37565,106.0,St Trinian's 2: The Legend of Fritton's Gold,2009
38542,100.0,The Disappearance of Alice Creed,2009
12219,117.0,12 Angry Men,1997
76822,92.0,Tales of Terror from Tokyo and All Over Japan: The Movie,2004
20662,140.0,Robin Hood,2010
31345,83.0,Naked Childhood,1968
21245,117.0,Lovers & Leavers,2002
60677,0.0,Kohtaamisia,2010
52620,80.0,Little Fugitive,1953
34626,106.0,Merantau,2009
47737,120.0,Gold,1974
28575,117.0,I'll Cry Tomorrow,1955
52249,88.0,The Red Chapel,2009
51442,85.0,American Gothic,1988
89462,80.0,An Inn in Tokyo,1935
66022,105.0,The Chalk Garden,1964
38697,124.0,Hollywood Canteen,1944
37511,61.0,Stingray Sam,2009
21794,95.0,In a Dark Place,2006
36432,89.0,Art & Copy,2009
35572,96.0,Harishchandrachi Factory,2009
106813,88.0,Bonhoeffer: Agent of Grace,2000
20311,92.0,Love the Beast,2009
81589,73.0,Must Read After My Death,2007
8929,97.0,Johnny Mad Dog,2008
7346,87.0,Sparrow,2008
28894,89.0,Rancho Notorious,1952
44513,83.0,Father and Son,2003
23050,116.0,Scavenger Hunt,1979
96287,79.0,Deficit,2007
23538,141.0,A Dirty Carnival,2006
27181,87.0,The Phantom,2000
5590,90.0,Donkey Skin,1970
53503,91.0,Me and Morrison,2001
40998,123.0,Kannathil Muthamittal,2002
5850,111.0,Times and Winds,2006
18516,106.0,Adam Resurrected,2008
31261,120.0,Halo Legends,2010
39056,128.0,Ritual,2000
24757,87.0,Stoic,2009
26587,108.0,Dread,2009
36801,94.0,Cemetery Junction,2010
92501,91.0,Hell's Highway: The True Story of Highway Safety Films,2003
46705,112.0,Blue Valentine,2010
37821,100.0,Killers,2010
261538,91.0,Tora-san's Rise and Fall,1975
253232,114.0,Tora-san's Love Call,1971
173865,,Esa ja Vesa – auringonlaskun ratsastajat,1994
225503,150.0,The Adventures of Tarzan,1921
29069,80.0,The Velvet Vampire,1971
26962,88.0,Puppet Master vs Demonic Toys,2004
37255,120.0,Ween: Live in Chicago,2004
122188,132.0,Sada,1998
51792,78.0,Aerial Gunner,1943
99236,79.0,Panama Hattie,1942
174784,82.0,Lucky Night,1939
14257,108.0,Delusions of Grandeur,1971
5424,90.0,The Grim Reaper,1980
39453,86.0,Death and Cremation,2010
26388,94.0,Buried,2010
44878,94.0,Sleep Furiously,2009
116746,70.0,Parisian Love,1925
64811,91.0,Girl with Green Eyes,1964
39024,115.0,The Forbidden Door,2009
38307,81.0,The Ape,2009
134901,72.0,Life After Tomorrow,2006
30527,112.0,Shake Hands With the Devil,2007
9543,116.0,Prince of Persia: The Sands of Time,2010
43317,109.0,Artists and Models,1955
40247,90.0,Please Give,2010
14518,32.0,Peter & the Wolf,2006
26427,113.0,Hoffman,1970
37034,115.0,True Legend,2010
35197,90.0,The Reeds,2009
36686,89.0,The Tomb,2009
115064,66.0,Supermen of Malegaon,2009
25846,150.0,Baarìa,2009
73931,110.0,Reunion,1989
30913,84.0,At Midnight I'll Take Your Soul,1964
198306,73.0,Ricky Gervais Live: Animals,2003
198307,68.0,Ricky Gervais Live 2: Politics,2004
62492,96.0,The Wedding Weekend,2006
112882,90.0,Tokyo Chorus,1931
37786,146.0,Sex and the City 2,2010
66775,157.0,Young Winston,1972
44398,116.0,The Black Rose,1950
25551,88.0,The Sniper,1952
22241,0.0,Firaaq,2009
71756,123.0,Chhoti Si Baat,1975
58086,120.0,The Past Is a Foreign Land,2008
29151,80.0,Brief Interviews with Hideous Men,2009
32823,109.0,Get Him to the Greek,2010
29923,77.0,Detour,2009
38199,97.0,Unthinkable,2010
80844,165.0,The Other Side of Midnight,1977
42614,84.0,Our Dancing Daughters,1928
139383,95.0,Betrayal,1983
43879,125.0,Romeo and Juliet,1936
36736,70.0,The Drawn Together Movie: The Movie!,2010
132328,100.0,It's Good to Be Alive,1974
35217,110.0,Friendship!,2010
34806,106.0,The Back-Up Plan,2010
37707,104.0,Splice,2009
39376,155.0,Tales from the Golden Age,2009
1785,107.0,May Fools,1990
10241,114.0,A Tale of Winter,1992
32720,72.0,Hail Mary,1985
51413,106.0,No One Knows About Persian Cats,2009
38318,180.0,Burnt by the Sun 2: Intercession,2010
42744,84.0,The Knack... and How to Get It,1965
29272,119.0,El Greco,2007
13058,99.0,Adulthood,2008
37056,105.0,Letters to Juliet,2010
34480,94.0,The Descent: Part 2,2009
38570,82.0,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010
35166,100.0,The Reenactment,1968
38846,97.0,The Beautiful Person,2008
73576,115.0,Mermaid,2007
32830,94.0,Humble Pie,2007
52726,112.0,Gervaise,1956
27735,89.0,Wonderful World,2009
54254,96.0,The Song of Sparrows,2008
29917,101.0,Exam,2009
68429,65.0,"Go, Go Second Time Virgin",1969
47238,85.0,The Corridor,1994
132928,98.0,No Time for Comedy,1940
19713,85.0,How to Be,2008
50182,273.0,La Roue,1923
254738,180.0,The Knot,2000
42139,67.0,Blood Wedding,1981
3589,85.0,It Happened Tomorrow,1944
25869,216.0,Salaam-E-Ishq,2007
30695,158.0,Chance Pe Dance,2010
94225,109.0,Bless the Beasts & Children,1971
108224,93.0,Whoopee!,1930
88192,103.0,Dr. Ehrlich's Magic Bullet,1940
28434,93.0,The House on Telegraph Hill,1951
28871,100.0,How About You...,2007
35129,85.0,Edge of the City,1957
31041,109.0,No Greater Love,2009
12832,131.0,A Woman in Berlin,2008
39246,83.0,Talhotblond,2009
33116,99.0,Godspeed,2009
79372,105.0,Tortilla Flat,1942
42767,102.0,Three Little Words,1950
20533,80.0,Jonah Hex,2010
34544,117.0,The A-Team,2010
48003,104.0,Gigot,1962
19276,135.0,Dhoondte Reh Jaoge,2009
44006,165.0,Othello,1965
10193,103.0,Toy Story 3,2010
41397,84.0,Joan Rivers: A Piece of Work,2010
43882,98.0,No Highway in the Sky,1951
99627,108.0,"East Side, West Side",1949
39641,97.0,Adrift,2009
35164,130.0,In the Beginning,2009
45974,90.0,The Halloween Tree,1993
198308,79.0,Ricky Gervais Live 3: Fame,2007
25868,132.0,Aladin,2009
39013,100.0,Winter's Bone,2010
